x/d,Reb,Prb,Bo,Cp_bar/Cpb,Dens_w/Dens_b,Nu
10.48828125,3771.925006,2.913361688,3.00E-06,1.92600795,0.272143524,25.01546393
10.52734375,3772.874354,2.914517231,3.00E-06,1.922210485,0.27193965,24.96328955
10.56640625,3773.823194,2.915669896,3.00E-06,1.918385798,0.271732163,24.91007945
10.60546875,3774.771639,2.916820119,3.00E-06,1.914530342,0.271520774,24.8555654
10.64453125,3775.719345,2.9179674,3.00E-06,1.910644974,0.271305465,24.8002537
10.68359375,3776.664893,2.919109917,3.00E-06,1.906731785,0.271086208,24.74488557
10.72265625,3777.606844,2.920246153,3.00E-06,1.902792379,0.270862964,24.68734592
10.76171875,3778.545137,2.921377115,3.00E-06,1.898825176,0.270635637,24.62907129
10.80078125,3779.480952,2.922506431,3.00E-06,1.894829327,0.270404394,24.5703207
10.83984375,3780.416792,2.923640602,3.00E-06,1.890806917,0.270169869,24.50919996
10.87890625,3781.357223,2.924789641,3.00E-06,1.886762526,0.26993318,24.44746547
10.91796875,3782.306464,2.925962047,3.00E-06,1.882668842,0.269705446,24.38572187
10.95703125,3783.264073,2.927156293,3.00E-06,1.87854131,0.269483014,24.32341789
10.99609375,3784.22509,2.928360457,3.00E-06,1.874406253,0.269259236,24.2614696
11.03515625,3785.184108,2.92956135,3.00E-06,1.870276263,0.269034052,24.19950707
11.07421875,3786.13905,2.930753915,3.00E-06,1.866160658,0.268807785,24.13709691
11.11328125,3787.091823,2.931942558,3.00E-06,1.862064664,0.268581182,24.07527481
11.15234375,3788.045164,2.933134101,3.00E-06,1.857991132,0.268355002,24.01465317
11.19140625,3788.999804,2.934330846,3.00E-06,1.853945084,0.268129835,23.95498082
11.23046875,3789.954345,2.93552914,3.00E-06,1.849935067,0.2679061,23.89556509
11.26953125,3790.906577,2.936722459,3.00E-06,1.845971117,0.267684119,23.83589451
11.30859375,3791.855341,2.937906105,3.00E-06,1.842066209,0.267464611,23.77678471
11.34765625,3792.801209,2.939079653,3.00E-06,1.838230321,0.267248401,23.71930004
11.38671875,3793.747782,2.9402483,3.00E-06,1.834463315,0.267035954,23.66400703
11.42578125,3794.701528,2.941421703,3.00E-06,1.830754456,0.266827228,23.61056964
11.46484375,3795.66631,2.942608366,3.00E-06,1.827090879,0.266621902,23.55814974
11.50390625,3796.641861,2.943813703,3.00E-06,1.823442671,0.266426025,23.50625399
11.54296875,3797.627445,2.945041381,3.00E-06,1.819801072,0.266239898,23.45461866
11.58203125,3798.620383,2.946289431,3.00E-06,1.816190846,0.266056544,23.40351665
11.62109375,3799.614858,2.947548625,3.00E-06,1.812619717,0.265875894,23.35328695
11.66015625,3800.606614,2.948807461,3.00E-06,1.809092646,0.265697498,23.30398115
11.69921875,3801.596799,2.950056452,3.00E-06,1.805611857,0.265520844,23.25548043
11.73828125,3802.591305,2.951294059,3.00E-06,1.802170687,0.265345329,23.20763591
11.77734375,3803.594545,2.952527441,3.00E-06,1.798753737,0.265170314,23.16025076
11.81640625,3804.608154,2.953766625,3.00E-06,1.795347013,0.264995475,23.11309954
11.85546875,3805.632426,2.955016683,3.00E-06,1.791942898,0.264820598,23.06601883
11.89453125,3806.665816,2.956274402,3.00E-06,1.788542133,0.264645495,23.01894483
11.93359375,3807.705002,2.957531756,3.00E-06,1.785150227,0.264469988,22.97188227
11.97265625,3808.745153,2.95877978,3.00E-06,1.781774721,0.264293996,22.92485246
12.01171875,3809.780468,2.960009708,3.00E-06,1.778425897,0.264117682,22.87799363
12.05078125,3810.807035,2.96121645,3.00E-06,1.775111128,0.263941266,22.83148823
12.08984375,3811.825178,2.962402447,3.00E-06,1.771829782,0.263764908,22.78543967
12.12890625,3812.838026,2.963576152,3.00E-06,1.768578984,0.263589049,22.74000095
12.16796875,3813.849514,2.964748202,3.00E-06,1.765338554,0.263419072,22.69535185
12.20703125,3814.864103,2.965929008,3.00E-06,1.762099061,0.263256617,22.65164642
12.24609375,3815.886852,2.967127317,3.00E-06,1.758873831,0.263095619,22.60896769
12.28515625,3816.922273,2.968348032,3.00E-06,1.755654338,0.262935792,22.56728456
12.32421875,3817.971874,2.969588433,3.00E-06,1.752435265,0.26277652,22.52645497
12.36328125,3819.031996,2.970835247,3.00E-06,1.749214612,0.26261664,22.4861792
12.40234375,3820.094602,2.972067199,3.00E-06,1.745994397,0.262454694,22.44604565
