x/d,Reb,Prb,Bo,Cp_bar/Cpb,Dens_w/Dens_b,Nu
6.54296875,3678.2094460000003,2.813158062,3e-06,2.281400858,0.29216877399999996,0.0
6.58203125,3679.1422399999997,2.8140897889999996,3e-06,2.27966907,0.292101546,0.0
6.62109375,3680.0713960000003,2.815014872,3e-06,2.2778187659999998,0.292023985,0.0
6.66015625,3680.9972909999997,2.8159323960000004,3e-06,2.275856466,0.2919365,0.0
6.69921875,3681.920614,2.816842242,3e-06,2.273782012,0.291839015,0.0
6.73828125,3682.841614,2.81774419,3e-06,2.27158701,0.291730771,0.0
6.77734375,3683.7602039999997,2.8186377589999996,3e-06,2.26926543,0.291611167,0.0
6.81640625,3684.6761850000003,2.819522907,3e-06,2.266822845,0.29148058,0.0
6.85546875,3685.588549,2.820400762,3e-06,2.264270672,0.291339958,0.0
6.89453125,3686.495146,2.821274486,3e-06,2.261598132,0.291188582,0.0
6.93359375,3687.3946509999996,2.8221503169999997,3e-06,2.258804009,0.291026754,0.0
6.97265625,3688.2892090000005,2.823037831,3e-06,2.255906407,0.290856638,0.0
7.01171875,3689.1880950000004,2.8239521639999996,3e-06,2.252923541,0.290680868,0.0
7.05078125,3690.1020670000003,2.824906907,3e-06,2.249849892,0.29049999600000004,0.0
7.08984375,3691.032444,2.8259003039999997,3e-06,2.246662588,0.290311896,0.0
7.12890625,3691.976032,2.826920626,3e-06,2.243360703,0.290115464,0.0
7.16796875,3692.9302479999997,2.827955752,3e-06,2.239884158,0.289929982,0.0
7.20703125,3693.891694,2.828994737,3e-06,2.236326323,0.289739167,0.0
7.24609375,3694.855611,2.830028407,3e-06,2.23270911,0.289542493,0.0
7.28515625,3695.818007,2.831051719,3e-06,2.229047928,0.289340692,0.0
7.32421875,3696.776871,2.832062995,3e-06,2.225350502,0.289134175,0.0
7.36328125,3697.731682,2.833061158,3e-06,2.221622102,0.288923222,0.0
7.40234375,3698.6834280000003,2.8340467389999997,3e-06,2.217875145,0.28870878899999997,0.0
7.44140625,3699.6353159999994,2.835025762,3e-06,2.214121074,0.28849219800000003,0.0
7.48046875,3700.593182,2.836010654,3e-06,2.21037463,0.28827553699999997,0.0
7.51953125,3701.5622840000005,2.837012581,3e-06,2.206654808,0.28806116,0.0
7.55859375,3702.5414060000003,2.8380297469999998,3e-06,2.2029834040000003,0.287850672,0.0
7.59765625,3703.523307,2.839047208,3e-06,2.199387518,0.287645114,0.0
7.63671875,3704.502498,2.840050777,3e-06,2.195878826,0.287444381,0.0
7.67578125,3705.4790829999997,2.841036503,3e-06,2.192451746,0.28724779300000003,0.0
7.71484375,3706.4549829999996,2.842006305,3e-06,2.189100307,0.287055085,0.0
7.75390625,3707.430826,2.8429615889999997,3e-06,2.185816659,0.286865793,0.0
7.79296875,3708.406406,2.8439025730000003,3e-06,2.182599174,0.286679852,0.0
7.83203125,3709.381022,2.84482929,3e-06,2.179445095,0.28649709,0.0
