StopID,Days,Hours,Predict,Target,APE
20,2,13,2629.57,2543,0.034042
21,2,13,2839.2,2744,0.034696
22,2,14,2893.15,2794,0.035486
0,3,9,239.11,253,0.054911
1,3,9,363,373,0.026798
2,3,9,537.74,563,0.044866
4,3,9,609.35,614,0.007567
5,3,9,715.77,724,0.011369
6,3,9,786.63,796,0.011772
7,3,9,938.51,960,0.02239
8,3,9,992.84,1014,0.020864
9,3,9,1160.6,1224,0.051794
11,3,9,1275.15,1329,0.04052
12,3,9,1304.97,1349,0.032641
13,3,9,1444.35,1489,0.029985
14,3,9,1570.57,1609,0.023884
15,3,9,1665.93,1699,0.019466
16,3,9,1798.98,1829,0.016413
17,3,9,1904.09,1940,0.01851
18,3,9,2034.32,2071,0.01771
19,3,9,2125.17,2151,0.01201
20,3,9,2432.55,2450,0.007122
21,3,9,2594.27,2621,0.010198
22,3,10,2664.87,2691,0.009712
0,3,13,184.07,170,0.082743
1,3,13,360.22,330,0.091574
2,3,13,507.59,480,0.057484
3,3,14,676.28,660,0.024672
4,3,14,734.21,699,0.050374
5,3,14,841.42,791,0.063739
6,3,14,929.49,881,0.055041
7,3,14,1108.36,1044,0.061645
8,3,14,1191.69,1128,0.056467
9,3,14,1353.22,1298,0.042543
11,3,14,1460.53,1408,0.037308
12,3,14,1490.36,1438,0.036409
13,3,14,1626.17,1568,0.0371
14,3,14,1764.48,1688,0.04531
15,3,14,1823.07,1748,0.042947
16,3,14,1977.47,1898,0.041868
17,3,14,2095.99,2008,0.043821
18,3,14,2225.53,2148,0.036093
19,3,14,2304.67,2248,0.025209
20,3,14,2615.32,2558,0.022409
21,3,14,2793.22,2728,0.023907
22,3,14,2858.28,2788,0.025207
0,2,1,137.11,150,0.085933
2,2,1,393.48,390,0.008924
3,2,1,546.45,550,0.006449
4,2,1,598.72,620,0.034322
5,2,1,701.35,730,0.039247
6,2,1,803.31,830,0.032153
7,2,1,983.56,1000,0.016439
9,2,2,1214.06,1220,0.00487
11,2,2,1451.77,1464,0.008357
14,2,2,1594.6,1602,0.00462
15,2,2,1676.3,1669,0.004372
16,2,2,1798.9,1774,0.014035
17,2,2,1947.77,1934,0.007122
18,2,2,2023.7,2004,0.009829
19,2,2,2152.73,2134,0.008775
20,2,2,2627.62,2604,0.009073
21,2,2,2915.05,2914,0.00036
22,2,2,2984.55,2994,0.003158
0,3,11,179.36,170,0.055043
1,3,11,329.92,341,0.032479
2,3,11,489.02,516,0.052279
3,3,11,711.67,799,0.109305
4,3,11,790.35,872,0.093633
5,3,11,900.28,978,0.079466
6,3,11,1220.11,1332,0.084001
12,3,12,1269.88,1402,0.094236
13,3,12,1437.65,1593,0.097518
14,3,12,1648.36,1792,0.080156
15,3,12,1717.86,1873,0.082828
16,3,12,1862.7,2033,0.083766
18,3,12,2025.72,2193,0.076277
22,3,13,2116,2285,0.073961
0,4,1,216.9,220,0.014089
1,4,1,384.13,360,0.067039
2,4,1,494.83,472,0.048378
3,4,1,631.72,651,0.029614
4,4,1,688.78,711,0.031254
7,4,1,850.69,879,0.032202
8,4,1,914.95,939,0.02561
9,4,1,1025.4,1071,0.042574
11,4,1,1151.55,1201,0.04117
12,4,1,1175.67,1219,0.035542
13,4,1,1325.46,1361,0.026116
14,4,1,1427.6,1461,0.022858
15,4,1,1493.74,1532,0.024971
16,4,1,1612.45,1662,0.029814
17,4,1,1762.74,1822,0.032525
18,4,1,1860.34,1932,0.037089
19,4,1,1976.06,2042,0.03229
20,4,1,2213.08,2262,0.021627
21,4,2,2478.28,2532,0.021218
22,4,2,2549.04,2603,0.02073
1,4,9,199.08,192,0.036897
2,4,9,416.34,391,0.06481
4,4,9,516.89,491,0.052727
5,4,9,600.1,581,0.032873
6,4,9,684.12,664,0.030304
7,4,9,861.36,831,0.036534
8,4,9,925.61,891,0.038842
9,4,9,1030.13,1009,0.02094
10,4,9,1134.94,1111,0.021553
11,4,9,1241.27,1204,0.030953
12,4,9,1274.78,1233,0.033885
13,4,9,1423.21,1383,0.029077
14,4,9,1585.79,1543,0.02773
15,4,9,1666.61,1633,0.020579
16,4,9,1778.18,1733,0.026072
18,4,9,1858,1823,0.0192
19,4,9,1965.39,1954,0.005832
20,4,9,2290.85,2263,0.012307
21,4,9,2542.53,2495,0.01905
0,5,1,204.83,202,0.014031
1,5,1,395.24,372,0.062461
2,5,1,498.5,486,0.02572
3,5,1,652.96,612,0.066927
4,5,1,731.46,702,0.041961
5,5,1,843.73,802,0.052027
6,5,1,951.88,912,0.043725
8,5,1,1032.51,991,0.041892
9,5,1,1170.53,1152,0.016081
11,5,1,1279.8,1275,0.003767
12,5,1,1324.31,1322,0.001747
13,5,1,1467.6,1462,0.00383
15,5,1,1578.73,1569,0.006198
16,5,1,1693.91,1692,0.001129
17,5,1,1821.97,1822,0.000019
18,5,1,1898.75,1901,0.001184
19,5,1,2042.61,2032,0.005221
20,5,1,2338.3,2332,0.002702
21,5,2,2491.41,2463,0.011537
0,5,8,108.64,103,0.054726
1,5,8,220.06,220,0.00027
2,5,8,363.05,380,0.044601
3,5,8,550.18,573,0.039818
4,5,8,646.29,661,0.022255
5,5,8,739.7,764,0.031808
6,5,8,828.68,854,0.029645
7,5,8,975.35,1001,0.025621
9,5,9,1132.29,1159,0.023048
11,5,9,1229.26,1262,0.025945
12,5,9,1260.32,1289,0.022248
13,5,9,1403.86,1422,0.01276
14,5,9,1584.74,1609,0.015076
15,5,9,1652.43,1659,0.00396
16,5,9,1798.25,1802,0.002081
17,5,9,1915.22,1922,0.003526
18,5,9,2010.53,2010,0.000263
19,5,9,2122.62,2113,0.004553
20,5,9,2384.79,2364,0.008793
21,5,9,2566.77,2584,0.006669
22,5,9,2630.65,2652,0.00805
0,5,13,238.04,210,0.133514
1,5,13,356.2,310,0.14904
2,5,13,484.99,433,0.120059
3,5,13,668.68,619,0.080251
4,5,13,759.05,693,0.095313
5,5,13,843.89,773,0.091704
7,5,13,995.51,919,0.083249
8,5,13,1072.23,994,0.078703
9,5,13,1251.28,1177,0.06311
11,5,13,1359.11,1287,0.056028
12,5,13,1386.31,1321,0.049439
13,5,13,1543.2,1477,0.044821
14,5,13,1684.56,1608,0.04761
15,5,14,1773.53,1680,0.055672
16,5,14,1905.43,1817,0.048669
17,5,14,2057.78,1967,0.046153
18,5,14,2181.38,2107,0.035303
19,5,14,2382.49,2249,0.059355
20,5,14,2664.08,2531,0.05258
21,5,14,2869.92,2709,0.059404
0,6,1,96.16,110,0.125828
1,6,1,287.96,300,0.040135
2,6,1,412.74,420,0.017276
3,6,1,561.9,540,0.040556
4,6,1,612.69,597,0.026278
5,6,1,728.83,720,0.012269
6,6,1,807.34,800,0.00917
7,6,1,995.34,991,0.004381
8,6,1,1080.57,1073,0.007058
9,6,1,1212.94,1203,0.00826
11,6,1,1311.56,1313,0.001098
12,6,1,1340.67,1351,0.007649
13,6,1,1497.43,1503,0.003704
14,6,1,1639.38,1643,0.002202
15,6,1,1705.35,1723,0.010243
16,6,1,1823.44,1833,0.005216
17,6,1,1958.94,1967,0.004097
18,6,1,2086.04,2104,0.008538
19,6,1,2188.66,2194,0.002435
20,6,1,2426.7,2454,0.011126
21,6,1,2578.63,2594,0.005925
0,6,8,199.56,210,0.049696
1,6,8,336.77,322,0.04588
2,6,8,436.4,411,0.061797
3,6,8,660.93,601,0.099715
4,6,8,710.9,651,0.092017
5,6,8,807.24,753,0.07203
6,6,8,886.74,832,0.065792
7,6,8,1028.88,970,0.060698
8,6,8,1114.2,1052,0.059127
9,6,8,1370.6,1323,0.035979
11,6,8,1492.87,1463,0.020416
12,6,8,1538.09,1501,0.02471
13,6,9,1717.92,1683,0.02075
14,6,9,1888.35,1853,0.019076
15,6,9,1963.9,1933,0.015983
16,6,9,2108.97,2073,0.017353
17,6,9,2212.73,2183,0.01362
18,6,9,2380.39,2353,0.01164
19,6,9,2505.8,2472,0.013673
20,6,9,2754.96,2693,0.023009
21,6,9,2906.88,2830,0.027165
22,6,9,2971.92,2893,0.027278
0,6,13,113.97,120,0.050226
1,6,13,291.05,310,0.061126
2,6,13,469.81,490,0.041208
3,6,13,660.19,681,0.030552
4,6,13,772.58,779,0.008238
7,6,13,908.78,925,0.017533
8,6,13,979.64,998,0.018399
9,6,13,1101.17,1130,0.025514
10,6,13,1205.16,1240,0.028098
11,6,13,1335.03,1364,0.021237
12,6,13,1384.78,1423,0.026855
13,6,13,1525.69,1568,0.026983
14,6,13,1645.73,1709,0.03702
15,6,13,1748.01,1815,0.036911
16,6,13,1898.77,1965,0.033704
17,6,13,1993.49,2060,0.032285
18,6,13,2138.47,2215,0.034551
19,6,13,2286.39,2348,0.026241
20,6,13,2619.11,2655,0.013517
21,6,14,2847.98,2863,0.005246
22,6,14,2909.42,2923,0.004644
0,0,0,174.65,180,0.029709
1,0,1,305.25,310,0.015334
2,0,1,413.48,420,0.015514
3,0,1,568.43,590,0.036553
4,0,1,647.26,670,0.033946
5,0,1,745.16,770,0.03226
6,0,1,847.1,871,0.027441
7,0,1,1018.91,1048,0.027753
8,0,1,1083.61,1112,0.025535
9,0,1,1215.2,1282,0.052104
11,0,1,1321.81,1391,0.049742
12,0,1,1352.07,1430,0.054496
13,0,1,1570.51,1642,0.043536
14,0,1,1651.88,1732,0.046259
15,0,1,1760.16,1832,0.039211
16,0,1,1915.65,1972,0.028574
17,0,1,2010.95,2072,0.029462
18,0,1,2073.92,2152,0.036284
20,0,1,2376.11,2452,0.03095
21,0,1,2534.02,2602,0.026126
22,0,1,2577.16,2642,0.024544
0,0,8,198.89,200,0.005558
1,0,8,369.72,370,0.000754
2,0,8,511.09,521,0.019024
3,0,8,684.08,752,0.090322
4,0,8,749.88,812,0.076502
5,0,8,843.52,909,0.072034
6,0,8,904.99,967,0.064127
7,0,8,1056.62,1119,0.055745
8,0,8,1141.92,1203,0.050771
9,0,8,1264.82,1323,0.043979
11,0,8,1373.64,1414,0.028543
12,0,8,1400.95,1443,0.029138
13,0,8,1585.2,1621,0.022086
14,0,8,1688.77,1726,0.021573
15,0,8,1762.94,1808,0.024923
16,0,8,1879.3,1917,0.019668
17,0,8,2003.18,2047,0.021407
18,0,9,2082.96,2117,0.01608
19,0,9,2199.98,2227,0.012134
20,0,9,2481.38,2528,0.018443
21,0,9,2642.6,2689,0.017255
22,0,9,2723.58,2769,0.016402
0,0,13,151.24,148,0.021884
1,0,13,320.32,331,0.032267
2,0,13,391.76,411,0.046804
4,0,13,439.22,451,0.026121
5,0,13,524.41,538,0.025269
6,0,13,609.53,620,0.016894
7,0,13,756.16,769,0.016702
8,0,13,832.89,840,0.008469
9,0,13,972.65,980,0.007504
10,0,13,1051.42,1060,0.00809
11,0,13,1180.35,1201,0.017198
12,0,13,1208.02,1230,0.017873
13,0,13,1375.4,1391,0.011217
14,0,13,1471.85,1479,0.004834
15,0,13,1543.82,1571,0.017301
16,0,13,1664.76,1701,0.021303
17,0,13,1759.09,1809,0.02759
18,0,13,1893.17,1951,0.02964
19,0,13,2025.45,2061,0.017247
20,0,13,2462.09,2531,0.027227
21,0,14,2683.45,2709,0.00943
22,0,14,2764.24,2781,0.006028
0,2,1,179.16,180,0.004688
1,2,1,300.04,280,0.071559
2,2,2,492.12,501,0.017728
3,2,2,664.55,702,0.053346
4,2,2,721.7,762,0.052883
7,2,2,902.08,926,0.025828
8,2,2,990.62,1013,0.022095
9,2,2,1217.08,1242,0.020061
12,2,2,1253.19,1281,0.021708
13,2,2,1441.06,1462,0.014325
14,2,2,1541.17,1552,0.006981
15,2,2,1609.47,1612,0.001567
16,2,2,1763.61,1752,0.006625
17,2,2,1866.99,1861,0.003219
18,2,2,1963.15,1962,0.000588
20,2,2,2448.24,2442,0.002557
22,2,2,2528.69,2522,0.002651
1,3,3,189.51,230,0.17604
2,3,3,383.85,409,0.061489
3,3,3,520.35,599,0.131295
4,3,3,586.28,659,0.110356
5,3,3,690.98,769,0.101462
6,3,3,762.42,840,0.092357
7,3,3,895.3,985,0.091071
8,3,3,959.46,1049,0.08536
9,3,3,1145.47,1260,0.090899
11,3,3,1251.04,1381,0.094106
13,3,3,1407.27,1533,0.082014
14,3,3,1517.3,1663,0.087615
15,3,3,1589.63,1743,0.087991
16,3,3,1740.91,1913,0.08996
17,3,3,1883.32,2063,0.087099
18,3,3,1948.44,2133,0.086528
19,3,3,2060.62,2244,0.081722
20,3,3,2524.7,2733,0.076217
22,3,4,2616.93,2803,0.066384
0,3,9,236.24,230,0.027126
1,3,9,451.04,440,0.025096
2,3,9,602.79,591,0.019946
3,3,9,821.18,761,0.079076
4,3,9,899.41,841,0.069452
5,3,9,1001.02,932,0.074054
6,3,9,1101.69,1031,0.068566
8,3,9,1166.02,1091,0.068763
9,3,9,1284.42,1203,0.067677
10,3,9,1370.66,1293,0.06006
11,3,9,1511.77,1423,0.062385
12,3,9,1556.13,1473,0.056434
13,3,9,1674.51,1583,0.057808
14,3,9,1870.78,1774,0.054555
15,3,9,1927.59,1844,0.045331
16,3,9,2077.71,1995,0.041459
17,3,9,2231.55,2144,0.040833
18,3,9,2303.66,2214,0.040498
19,3,10,2406.33,2325,0.03498
20,3,10,2724.42,2695,0.010918
21,3,10,2883.13,2845,0.013402
22,3,10,2967.96,2933,0.011918
0,3,14,209.26,201,0.041089
1,3,14,351.51,341,0.030823
2,3,14,449.37,441,0.018977
3,3,14,641.31,601,0.067077
4,3,14,761.16,717,0.061589
5,3,14,853.28,810,0.053438
6,3,14,922.45,879,0.049427
7,3,14,1078.77,1040,0.037276
8,3,14,1140.78,1100,0.037075
9,3,14,1274.58,1251,0.018848
11,3,14,1378.48,1352,0.019588
12,3,14,1410.01,1379,0.022485
13,3,14,1527.96,1501,0.017962
14,3,14,1699.1,1662,0.022322
15,3,14,1773.82,1731,0.024739
16,3,14,1904.24,1862,0.022685
17,3,15,2040.35,1991,0.024784
18,3,15,2145.57,2101,0.021212
19,3,15,2254.8,2202,0.023977
20,3,15,2548.72,2512,0.014616
21,3,15,2718.23,2681,0.013888
22,3,15,2773.93,2741,0.012014
0,0,1,110.2,96,0.147961
1,0,1,260.03,234,0.111218
2,0,1,432.35,403,0.072833
4,0,1,482.05,447,0.078409
5,0,2,581.01,542,0.071982
7,0,2,769.86,721,0.067771
8,0,2,877.87,833,0.053868
9,0,2,1083.27,1043,0.03861
12,0,2,1132.89,1080,0.048972
13,0,2,1330.61,1287,0.033887
14,0,2,1428.88,1378,0.036925
15,0,2,1506.17,1447,0.040894
16,0,2,1613.79,1552,0.039813
17,0,2,1730.4,1662,0.041154
18,0,2,1797.55,1725,0.042058
19,0,2,1947.21,1873,0.03962
20,0,2,2346.58,2326,0.008848
21,0,2,2640.57,2599,0.015995
0,0,8,214.47,202,0.061718
1,0,8,356.58,332,0.074023
2,0,8,567.32,529,0.072442
3,0,9,743.43,670,0.109596
4,0,9,780.16,701,0.112918
5,0,9,883.92,803,0.100775
6,0,9,937.32,862,0.087374
7,0,9,1088.21,1010,0.077439
8,0,9,1150.36,1075,0.070103
9,0,9,1359.3,1278,0.063616
11,0,9,1489.38,1405,0.060057
12,0,9,1512.62,1426,0.060746
13,0,9,1643.28,1559,0.054057
14,0,9,1777.84,1685,0.055097
15,0,9,1855.27,1760,0.054131
16,0,9,2005.64,1909,0.050621
17,0,9,2153.37,2053,0.048887
18,0,9,2235.38,2132,0.04849
19,0,9,2340.82,2239,0.045477
0,2,1,175.13,192,0.087874
1,2,1,283.89,292,0.027762
2,2,1,376.3,394,0.044922
3,2,1,493.49,555,0.110836
4,2,1,539.4,595,0.093451
5,2,1,626.12,687,0.088611
6,2,1,696.78,754,0.075884
7,2,1,854.69,925,0.076006
8,2,1,919.96,994,0.074485
9,2,1,1134.33,1234,0.080769
11,2,1,1261.28,1354,0.068482
12,2,1,1291.69,1400,0.077364
14,2,1,1464.03,1589,0.078647
15,2,1,1523.83,1660,0.082031
16,2,1,1643.77,1780,0.076535
17,2,1,1755.86,1879,0.065537
18,2,2,1828.55,1969,0.071329
20,2,2,2178.73,2350,0.072882
22,2,2,2260.32,2420,0.065982
0,2,11,183.84,180,0.021325
2,2,11,391.74,396,0.010756
3,2,11,627.1,650,0.035229
4,2,11,679.65,700,0.029075
6,2,11,789.7,809,0.023851
7,2,11,957.29,977,0.020178
10,2,12,1039.7,1077,0.034629
11,2,12,1168.53,1217,0.039826
12,2,12,1201.95,1260,0.046074
13,2,12,1367.25,1417,0.035113
14,2,12,1536.61,1577,0.025614
15,2,12,1631.6,1678,0.027652
16,2,12,1775.95,1863,0.046727
17,2,12,1929.43,2019,0.044366
18,2,12,2012.67,2089,0.03654
19,2,12,2117.36,2189,0.032729
22,2,12,2176.08,2239,0.028103
0,3,1,88.73,101,0.121473
1,3,1,240.33,251,0.042507
2,3,1,368.65,381,0.032421
3,3,1,494.59,531,0.068561
4,3,1,567.12,611,0.071812
5,3,1,676.79,711,0.048118
6,3,1,756.25,790,0.042719
7,3,1,929.61,952,0.023519
8,3,1,991.99,1012,0.019768
9,3,1,1115.59,1122,0.005709
11,3,1,1220.83,1212,0.007288
12,3,1,1249.28,1247,0.001832
13,3,1,1413.23,1412,0.000873
14,3,1,1591.07,1592,0.000587
15,3,1,1665.39,1672,0.003954
16,3,1,1779.02,1782,0.001672
17,3,1,1893.21,1882,0.005957
18,3,1,2016.26,2002,0.007121
20,3,1,2287.65,2320,0.013946
22,3,1,2342.2,2390,0.020002
0,3,8,232.38,221,0.051504
1,3,8,398.36,381,0.045571
2,3,8,581.76,561,0.037005
3,3,8,771.43,801,0.036922
4,3,8,875.08,908,0.036258
5,3,8,962.11,981,0.019252
6,3,8,1046.7,1062,0.014406
7,3,8,1210.19,1217,0.005593
8,3,8,1287,1292,0.003871
9,3,8,1475.08,1502,0.017921
11,3,9,1634.91,1656,0.012736
12,3,9,1660.21,1676,0.009424
13,3,9,1809.36,1826,0.009115
14,3,9,1918.88,1935,0.008331
15,3,9,1990.06,2016,0.012867
16,3,9,2162.8,2187,0.011064
17,3,9,2307.75,2321,0.005708
18,3,9,2411.7,2427,0.006303
19,3,9,2509.36,2528,0.007372
20,3,9,2753.1,2768,0.005383
21,3,9,2989.59,3057,0.02205
22,3,9,3071.59,3138,0.021163
0,3,13,93.64,91,0.029007
1,3,13,200.42,199,0.007135
2,3,13,331.81,336,0.012483
3,3,13,568.58,568,0.001017
4,3,13,648.53,630,0.029407
5,3,13,755.54,725,0.04213
6,3,13,823.92,792,0.0403
7,3,13,990.04,957,0.034522
8,3,13,1064.37,1032,0.031364
9,3,13,1293.43,1291,0.001882
11,3,13,1403.96,1399,0.003545
12,3,13,1433.2,1438,0.003341
13,3,13,1581.85,1582,0.000098
14,3,13,1688.39,1702,0.007998
15,3,13,1767.45,1792,0.013702
16,3,13,1890.71,1922,0.016279
17,3,13,2014.72,2042,0.013357
18,3,13,2128.32,2173,0.020561
19,3,13,2229.3,2273,0.019224
20,3,14,2556.35,2612,0.021305
21,3,14,2777.08,2843,0.023186
22,3,14,2836.05,2903,0.023062
0,5,8,112.87,109,0.035502
1,5,8,300.46,280,0.07308
2,5,8,393.36,390,0.008624
3,5,9,549.6,611,0.100492
4,5,9,626.35,677,0.074816
5,5,9,724.27,772,0.06183
6,5,9,795.12,841,0.054551
7,5,9,934.99,981,0.046904
8,5,9,1007.07,1051,0.041803
9,5,9,1167.06,1211,0.036282
11,5,9,1312.1,1361,0.03593
13,5,9,1484.24,1541,0.036836
14,5,9,1618.26,1661,0.025732
15,5,9,1684.73,1741,0.032318
16,5,9,1888.45,1929,0.021021
20,5,9,2451.02,2519,0.026985
21,5,9,2606.64,2669,0.023363
22,5,9,2668.24,2729,0.022264
0,5,13,174.5,180,0.030533
1,5,13,306.69,300,0.0223
2,5,13,482.12,481,0.002335
3,5,13,672,641,0.048366
4,5,13,782.14,731,0.069953
5,5,14,884.87,836,0.058458
6,5,14,981.52,931,0.054269
7,5,14,1138.84,1085,0.049624
8,5,14,1201.63,1151,0.043988
9,5,14,1391.24,1322,0.052374
10,5,14,1498.6,1432,0.046507
11,5,14,1618.16,1542,0.049391
13,5,14,1746.32,1662,0.050735
14,5,14,1822.65,1742,0.0463
15,5,14,1881.86,1802,0.044318
16,5,14,2012.66,1962,0.025821
17,5,14,2122.86,2072,0.024545
18,5,14,2271.32,2222,0.022195
19,5,14,2375.5,2342,0.014306
20,5,14,2647.75,2594,0.02072
21,5,14,2827.57,2765,0.022628
22,5,14,2884.54,2815,0.024703
0,5,1,214.92,207,0.038261
1,5,1,392.96,374,0.050694
2,5,1,512.42,486,0.054361
3,5,1,651.94,625,0.043111
4,5,1,690.41,655,0.054063
5,5,1,788.11,747,0.055028
6,5,2,850.96,814,0.045406
7,5,2,998.45,955,0.045493
8,5,2,1061.89,1020,0.04107
9,5,2,1174,1122,0.046347
11,5,2,1280.26,1223,0.04682
12,5,2,1314.1,1255,0.04709
13,5,2,1484.51,1424,0.042492
14,5,2,1668.9,1602,0.041762
15,5,2,1728.03,1655,0.044125
16,5,2,1840.23,1763,0.043808
17,5,2,1963.25,1879,0.044836
18,5,2,2093.52,2006,0.043631
20,5,2,2308.92,2199,0.049987
21,5,2,2525.01,2406,0.049464
22,5,2,2593.77,2478,0.04672
0,6,6,151.27,150,0.008469
1,6,6,256.75,251,0.022891
2,6,6,436.82,432,0.011169
3,6,6,655.63,612,0.071298
4,6,6,705.1,662,0.065104
5,6,6,802.23,754,0.063967
6,6,6,897.34,848,0.058181
7,6,6,1058.53,1012,0.045982
8,6,6,1143.42,1094,0.045173
9,6,6,1339.02,1283,0.043663
10,6,6,1455.43,1403,0.037367
11,6,6,1601.47,1543,0.037895
13,6,6,1728.55,1673,0.033203
14,6,7,1835.23,1783,0.029295
15,6,7,1908.5,1863,0.02442
16,6,7,2073.34,2053,0.009907
17,6,7,2186.42,2163,0.010827
20,6,7,2445.75,2433,0.005242
21,6,7,2641.74,2683,0.015378
22,6,7,2705.46,2754,0.017627
0,6,11,124.59,110,0.132632
1,6,11,350.42,340,0.030643
2,6,11,480.75,461,0.042852
3,6,11,698.87,683,0.023238
4,6,11,766.39,743,0.031476
5,6,11,873.29,844,0.034703
6,6,11,932.73,902,0.034066
7,6,11,1114.33,1063,0.048292
8,6,11,1196.76,1143,0.047031
9,6,11,1428.57,1353,0.055854
10,6,11,1495.87,1433,0.043874
11,6,11,1611.99,1554,0.037319
12,6,11,1657.1,1589,0.042855
13,6,11,1822.82,1752,0.040425
14,6,12,1957.94,1873,0.045348
15,6,12,2055.75,1953,0.05261
16,6,12,2183.82,2073,0.053457
17,6,12,2290.22,2174,0.053457
19,6,12,2425.75,2305,0.052388
21,6,12,2624.97,2484,0.05675
22,6,12,2715.71,2574,0.055054
0,0,7,216.49,219,0.011474
1,0,7,332.19,330,0.006648
2,0,7,486.32,480,0.013172
3,0,8,731.47,719,0.017343
4,0,8,813.17,800,0.016461
5,0,8,910.74,898,0.014187
6,0,8,971.98,960,0.012475
7,0,8,1133.39,1119,0.012864
8,0,8,1218.14,1200,0.015118
9,0,8,1389.24,1370,0.014047
11,0,8,1495.99,1490,0.004018
13,0,8,1701.24,1690,0.006648
14,0,8,1772,1770,0.001129
16,0,8,1902.43,1886,0.008711
17,0,8,2000.92,1971,0.01518
18,0,8,2108.42,2072,0.017578
19,0,8,2188.5,2172,0.007596
20,0,8,2415.52,2372,0.018347
21,0,8,2618.81,2603,0.006075
0,1,8,142.04,162,0.123227
1,1,8,275.93,302,0.086312
3,1,8,501.53,512,0.020451
4,1,8,554.95,561,0.010785
5,1,8,653.93,663,0.013686
6,1,9,747.72,755,0.009641
7,1,9,904.81,936,0.033328
8,1,9,973.25,1002,0.02869
9,1,9,1096.07,1122,0.023112
11,1,9,1228.7,1263,0.027156
12,1,9,1255.91,1302,0.035399
13,1,9,1431.39,1473,0.028247
14,1,9,1548.15,1583,0.022018
15,1,9,1646.69,1683,0.021574
16,1,9,1791.06,1824,0.018061
17,1,9,1909.14,1944,0.017933
18,1,9,2016.18,2055,0.018892
19,1,9,2142.26,2175,0.015055
20,1,9,2477.17,2496,0.007545
21,1,9,2628.05,2646,0.006784
22,1,9,2681,2696,0.005563
0,1,13,199.09,212,0.060874
1,1,13,397.05,423,0.061351
2,1,14,526.74,543,0.029954
3,1,14,736.44,743,0.008825
4,1,14,827.11,863,0.041582
5,1,14,923.64,953,0.030812
6,1,14,979.09,1007,0.027717
7,1,14,1124.97,1160,0.030197
8,1,14,1209.64,1244,0.027623
9,1,14,1355.24,1404,0.034732
10,1,14,1456.15,1505,0.032459
11,1,14,1556.13,1605,0.030447
13,1,14,1711.16,1748,0.021076
14,1,14,1850.25,1887,0.019474
15,1,14,1967.18,2028,0.029991
16,1,14,2090.6,2145,0.02536
17,1,14,2236.2,2298,0.026891
18,1,14,2374.39,2438,0.02609
19,1,14,2474.88,2547,0.028314
20,1,14,2767.06,2838,0.024995
21,1,14,2963.34,3017,0.017787
22,1,14,3024.87,3069,0.014378
0,2,1,119.69,129,0.072134
1,2,1,232.71,240,0.030387
2,2,1,429.33,420,0.02222
3,2,1,564.42,539,0.047169
4,2,1,613.67,600,0.022786
5,2,2,717.62,709,0.012155
7,2,2,857.84,858,0.000187
8,2,2,931.7,929,0.002911
9,2,2,1124.93,1119,0.005297
11,2,2,1279.5,1278,0.001173
13,2,2,1444.11,1441,0.002157
14,2,2,1626.51,1631,0.002752
15,2,2,1722.13,1721,0.000657
16,2,2,1827.65,1826,0.000902
17,2,2,1952.87,1951,0.000958
18,2,2,2076.24,2071,0.002532
19,2,2,2189.3,2181,0.003805
20,2,2,2581.21,2581,0.000082
21,2,2,2817.71,2792,0.00921
1,2,9,158.86,160,0.007138
3,2,9,361.85,310,0.167269
4,2,9,414.14,359,0.153598
5,2,9,512.83,460,0.114842
6,2,9,590.91,539,0.096308
7,2,9,739.65,690,0.071956
8,2,9,822.42,770,0.068072
9,2,9,974.02,920,0.058714
11,2,9,1081.84,1020,0.060623
12,2,9,1111.89,1050,0.058945
13,2,9,1271.03,1199,0.060076
14,2,9,1342.87,1269,0.05821
15,2,9,1419.05,1349,0.051924
16,2,9,1542.73,1459,0.057387
17,2,9,1680.75,1600,0.050468
18,2,9,1762.86,1670,0.055607
19,2,9,1890.58,1790,0.056192
20,2,9,2142.55,2042,0.049242
21,2,9,2297.31,2242,0.024671
22,2,10,2362.98,2322,0.017649
0,2,14,96.05,100,0.03953
1,2,14,186.36,200,0.068199
2,2,14,275.74,280,0.015219
3,2,14,438.04,431,0.016337
4,2,14,559.27,561,0.003085
5,2,14,653.05,648,0.007797
6,2,14,718.75,711,0.0109
7,2,14,866.53,861,0.006424
8,2,14,941.79,932,0.0105
9,2,14,1131.36,1101,0.027575
11,2,14,1233.25,1202,0.026001
12,2,14,1264.16,1232,0.026102
13,2,14,1396.68,1361,0.026217
14,2,14,1584.47,1552,0.020921
15,2,14,1673.85,1642,0.019396
16,2,14,1786.78,1742,0.025705
17,2,14,1940.62,1902,0.020307
18,2,14,2131.53,2094,0.017924
19,2,14,2247.39,2204,0.019685
20,2,14,2537.18,2504,0.013249
21,2,15,2724.88,2683,0.015609
22,2,15,2776.8,2734,0.015655
0,3,1,82.19,80,0.027396
1,3,1,227.24,211,0.076958
2,3,1,380.14,361,0.053015
3,3,1,511.09,461,0.108656
4,3,1,572.01,526,0.087465
5,3,1,649.44,601,0.080599
6,3,1,706.47,658,0.073656
7,3,1,847.78,801,0.058407
8,3,1,909.48,861,0.056309
9,3,2,1065.67,997,0.068872
10,3,2,1125.62,1052,0.069977
11,3,2,1224.04,1143,0.070898
13,3,2,1352.03,1276,0.059587
14,3,2,1432.17,1356,0.056174
15,3,2,1501.42,1426,0.052886
16,3,2,1654.96,1606,0.030488
17,3,2,1756.33,1696,0.035574
18,3,2,1843.29,1776,0.037891
