StopID,Days,Hours,Predict,Target,APE
16,5,8,1946.61,1985,0.019341
17,5,8,2046.56,2085,0.018437
18,5,8,2135.61,2175,0.018113
19,5,8,2251.15,2285,0.014813
20,5,8,2479.63,2495,0.006158
21,5,8,2666.75,2675,0.003083
22,5,8,2719.1,2725,0.002167
0,6,1,185.25,180,0.02917
1,6,1,286.55,280,0.023397
2,6,1,442.65,440,0.006016
3,6,1,614.64,630,0.024373
4,6,1,663.69,680,0.023983
5,6,1,740.58,760,0.025548
6,6,1,843.15,864,0.024128
7,6,1,1026.26,1039,0.012264
8,6,1,1092.17,1100,0.007121
9,6,1,1275.9,1275,0.000708
11,6,1,1375.05,1365,0.007361
13,6,1,1524.75,1507,0.011777
14,6,2,1609.78,1587,0.014355
15,6,2,1706.37,1687,0.011484
16,6,2,1847.27,1847,0.000144
17,6,2,1966.45,1967,0.000281
18,6,2,2134.56,2147,0.005795
19,6,2,2254.53,2267,0.005499
20,6,2,2571.28,2605,0.012945
21,6,2,2737.88,2767,0.010526
22,6,2,2801.29,2827,0.009094
0,6,6,188.11,190,0.009974
1,6,6,365.78,370,0.011392
2,6,6,510.07,520,0.019104
3,6,6,681.53,670,0.017211
4,6,6,743.84,730,0.01896
5,6,6,832.82,810,0.028169
6,6,6,894.65,870,0.028332
7,6,6,1043.38,1007,0.036131
8,6,6,1107.1,1070,0.034673
9,6,6,1283.01,1230,0.043099
11,6,6,1418.43,1360,0.042961
12,6,6,1451.04,1395,0.040172
13,6,6,1608.03,1550,0.037438
14,6,6,1686.07,1620,0.040781
15,6,6,1751.61,1680,0.042628
16,6,6,1891.25,1850,0.022297
17,6,6,1988.54,1950,0.019766
18,6,6,2098.68,2070,0.013853
19,6,6,2209.58,2180,0.013569
20,6,6,2488.72,2470,0.00758
21,6,6,2662.25,2660,0.000846
22,6,6,2715.82,2710,0.002149
0,6,11,163.69,170,0.037122
1,6,11,248.35,270,0.080168
2,6,11,331.52,340,0.024931
3,6,11,570.13,555,0.027253
4,6,11,620.2,580,0.069316
5,6,11,707.01,670,0.055235
6,6,11,759.82,720,0.055308
7,6,11,886.31,848,0.045181
8,6,11,952.43,910,0.046624
9,6,11,1099.02,1050,0.046689
11,6,11,1223.92,1170,0.046088
13,6,11,1333.36,1273,0.047415
14,6,11,1431.71,1363,0.050414
15,6,11,1499.53,1443,0.039176
16,6,11,1641.61,1583,0.037026
17,6,11,1787.35,1723,0.037346
18,6,11,1879.83,1803,0.042613
19,6,11,1964.13,1913,0.02673
20,6,11,2434.59,2423,0.004782
22,6,11,2496.22,2483,0.005325
0,1,5,115.75,120,0.035434
1,1,5,293.2,320,0.083763
2,1,5,489.16,530,0.077047
3,1,6,664.47,690,0.036993
4,1,6,780.82,810,0.036025
5,1,6,881.91,905,0.025514
6,1,6,982.55,1010,0.027176
7,1,6,1143.12,1168,0.021303
8,1,6,1216.55,1250,0.026761
9,1,6,1406.17,1430,0.016664
11,1,6,1512.28,1530,0.011584
13,1,6,1676.98,1704,0.015857
14,1,6,1745.43,1764,0.010525
15,1,6,1820,1829,0.004923
16,1,6,1931.99,1944,0.006175
17,1,6,2029.88,2044,0.006909
18,1,6,2117.91,2134,0.007538
19,1,6,2208.95,2234,0.011212
20,1,6,2479.11,2494,0.005972
21,1,6,2644.73,2664,0.007233
22,1,6,2703.14,2719,0.005834
0,1,10,226.21,230,0.016474
1,1,10,393.62,390,0.009292
2,1,10,654.22,660,0.008751
3,1,10,905.76,950,0.046564
4,1,10,990.72,1040,0.047384
5,1,10,1085.01,1139,0.0474
6,1,10,1186.09,1240,0.043478
7,1,10,1324.23,1384,0.043187
8,1,10,1410.05,1470,0.040782
9,1,10,1594.26,1670,0.045354
10,1,10,1670.51,1750,0.045422
11,1,10,1797.55,1890,0.048915
12,1,11,1829.85,1924,0.048933
13,1,11,1988.77,2080,0.043859
14,1,11,2127.61,2210,0.037281
15,1,11,2192.06,2270,0.034335
16,1,11,2328.36,2390,0.025793
17,1,11,2433.46,2490,0.022707
18,1,11,2560.03,2610,0.019146
19,1,11,2666.7,2710,0.015976
20,1,11,2925.27,3020,0.031367
21,1,11,3131,3240,0.033643
22,1,11,3191.47,3300,0.032888
0,2,6,189,220,0.140923
1,2,7,301.33,330,0.086883
2,2,7,430.09,460,0.065031
3,2,7,600.93,730,0.176809
4,2,7,648.68,780,0.168356
7,2,7,795.59,922,0.137101
8,2,7,849.55,974,0.127771
9,2,7,991.45,1145,0.134101
11,2,7,1130.46,1275,0.113365
13,2,7,1254.78,1402,0.105008
14,2,7,1366.25,1512,0.096394
15,2,7,1436.5,1582,0.091975
16,2,7,1553.42,1692,0.081901
17,2,7,1682.05,1822,0.076811
18,2,7,1817.6,1962,0.073599
19,2,7,1936.38,2062,0.060923
20,2,7,2205.73,2322,0.050073
21,2,7,2376.33,2492,0.046416
22,2,7,2427.32,2542,0.045114
0,3,6,189.38,199,0.048329
1,3,6,341.28,350,0.024914
2,3,6,526.62,529,0.004503
3,3,6,698.09,730,0.04371
4,3,6,790.82,830,0.047206
5,3,6,901.61,930,0.030527
6,3,6,972.97,1000,0.027025
7,3,6,1132.3,1150,0.015392
8,3,6,1195.85,1218,0.018184
9,3,6,1351.61,1370,0.013425
10,3,6,1427.64,1450,0.015424
11,3,6,1556.19,1580,0.015073
13,3,6,1675.08,1693,0.010583
14,3,6,1857.29,1883,0.013652
15,3,6,1935.82,1962,0.013344
17,3,6,2031.4,2058,0.012923
18,3,6,2146.39,2182,0.016322
19,3,6,2284.01,2312,0.012108
20,3,6,2543.35,2552,0.003388
21,3,6,2697.38,2702,0.00171
22,3,6,2747.7,2752,0.001562
0,3,10,169.12,160,0.056995
1,3,11,312.01,300,0.040036
2,3,11,514.76,500,0.029515
4,3,11,606.49,599,0.012507
5,3,11,695.59,684,0.016952
6,3,11,753.02,740,0.017597
7,3,11,902.9,890,0.014498
8,3,11,1000.88,990,0.010986
9,3,11,1164.73,1140,0.021694
10,3,11,1241.91,1220,0.017958
11,3,11,1367.07,1340,0.020199
12,3,11,1395.87,1370,0.018882
13,3,11,1618.87,1590,0.018159
14,3,11,1830.83,1790,0.022808
15,3,11,1917.15,1870,0.025216
16,3,11,2032.01,1970,0.031477
17,3,11,2181.48,2120,0.029001
18,3,11,2250.98,2179,0.033035
19,3,11,2370.76,2289,0.035718
20,3,11,2761.44,2650,0.042054
21,3,11,2935.15,2860,0.026278
22,3,11,3000.55,2940,0.020596
0,4,2,169.36,180,0.059123
1,4,2,425.36,440,0.033281
2,4,2,520.41,520,0.000789
3,4,2,685.47,650,0.054564
4,4,2,756.02,730,0.035643
5,4,2,861.35,820,0.050424
7,4,2,1032.76,980,0.053839
8,4,2,1102.81,1044,0.056328
9,4,2,1337.9,1310,0.021297
11,4,2,1482.7,1460,0.015546
12,4,2,1518.66,1490,0.019233
13,4,2,1691.92,1660,0.019227
14,4,3,1905.92,1850,0.030228
15,4,3,1972.76,1930,0.022157
16,4,3,2092.04,2040,0.02551
17,4,3,2224.66,2190,0.015828
18,4,3,2286.25,2250,0.01611
19,4,3,2385.83,2330,0.023961
20,4,3,2940.31,2850,0.031689
22,4,3,3045.89,2960,0.029016
0,4,7,136.93,150,0.087123
1,4,7,319.63,340,0.059899
2,4,7,452.04,480,0.058251
3,4,7,627.44,630,0.004071
4,4,7,737.14,730,0.009782
5,4,7,844.18,852,0.009178
6,4,7,909.9,920,0.010983
7,4,7,1048.43,1047,0.001367
8,4,7,1100.35,1095,0.004883
9,4,7,1248.12,1240,0.00655
11,4,7,1375.47,1370,0.003992
12,4,7,1409.82,1416,0.004366
14,4,7,1555.06,1576,0.013289
15,4,7,1622.2,1636,0.008433
16,4,7,1750.05,1766,0.009034
17,4,7,1896.25,1916,0.010306
18,4,8,1966.21,1976,0.004952
19,4,8,2064.26,2096,0.015143
20,4,8,2367.09,2405,0.015764
21,4,8,2506.16,2536,0.011767
22,4,8,2558.93,2586,0.010467
1,5,6,181.1,180,0.006113
2,5,6,379.3,391,0.029911
3,5,6,568.09,620,0.083734
4,5,6,619.5,681,0.090306
5,5,6,704.91,760,0.072481
6,5,6,787.17,841,0.064007
7,5,6,950.27,1001,0.050684
8,5,6,1011.96,1069,0.05336
9,5,6,1143.66,1231,0.070952
10,5,6,1210.85,1304,0.071435
11,5,6,1308.46,1401,0.066051
13,5,6,1472.18,1571,0.062902
14,5,6,1542.44,1631,0.054298
15,5,6,1645.58,1730,0.048797
16,5,6,1782.29,1861,0.042293
17,5,6,1874.83,1955,0.041006
18,5,6,1999.97,2091,0.043533
19,5,6,2118.04,2201,0.037692
20,5,6,2376.92,2461,0.034166
21,5,6,2537.2,2620,0.031603
22,5,6,2592.61,2680,0.03261
0,6,7,175.28,180,0.026244
1,6,7,373.66,380,0.016696
2,6,7,469.75,490,0.041317
3,6,7,681.33,650,0.048193
4,6,7,733.3,710,0.032818
5,6,7,839.3,810,0.036175
6,6,7,917.4,890,0.030781
7,6,7,1062.54,1050,0.011939
8,6,7,1129.95,1115,0.013411
9,6,7,1253.45,1240,0.010844
11,6,7,1343.17,1320,0.017556
12,6,7,1371.94,1350,0.016252
13,6,7,1490.7,1480,0.007229
14,6,7,1579.98,1570,0.00636
15,6,7,1690.88,1690,0.000522
16,6,7,1835.89,1830,0.003217
17,6,7,1973.75,1972,0.000888
18,6,7,2109.1,2120,0.005141
19,6,7,2222.05,2220,0.000924
20,6,7,2473.62,2460,0.005536
21,6,7,2646.14,2670,0.008937
22,6,7,2698.72,2740,0.015067
0,0,9,124.42,110,0.131117
1,0,9,327.99,300,0.093295
2,0,9,430.43,390,0.103666
3,0,9,652.59,581,0.123215
4,0,9,715.67,631,0.134189
5,0,9,822.7,722,0.139469
6,0,9,924.26,822,0.124404
7,0,9,1084.28,962,0.127114
8,0,9,1171.25,1052,0.113358
9,0,9,1342.92,1233,0.089148
11,0,9,1459.53,1333,0.094919
12,0,9,1492.7,1363,0.095159
13,0,9,1657.36,1523,0.088222
14,0,9,1786.51,1664,0.073626
15,0,10,1902.58,1794,0.060523
16,0,10,2049.07,1944,0.054048
17,0,10,2157.29,2054,0.050287
18,0,10,2279.6,2174,0.048573
19,0,10,2356.12,2254,0.045306
20,0,10,2586.98,2474,0.045668
21,0,10,2719.03,2604,0.044175
0,1,9,230.5,221,0.042965
1,1,9,336.47,331,0.016522
2,1,9,542.24,551,0.015897
3,1,9,760.09,761,0.001193
4,1,9,839.15,841,0.002203
5,1,9,946.3,952,0.005985
6,1,9,1034.09,1043,0.008546
7,1,9,1189.42,1197,0.006333
8,1,9,1265.37,1273,0.005995
9,1,9,1387.89,1383,0.003537
11,1,9,1500.64,1493,0.005117
13,1,9,1659.76,1653,0.004092
14,1,9,1738.36,1733,0.003095
15,1,9,1798.19,1813,0.008168
16,1,9,1920.43,1953,0.016679
18,1,9,1984.66,2015,0.015057
19,1,9,2076.79,2125,0.022688
20,1,9,2266.7,2295,0.012333
21,1,9,2425.59,2445,0.007939
22,1,9,2482.77,2505,0.008872
0,1,14,172.8,190,0.090538
1,1,14,346.39,361,0.040466
2,1,14,503.36,521,0.033849
3,1,14,647.5,651,0.005376
4,1,14,712.91,711,0.002686
5,1,14,800.71,801,0.000365
6,1,14,883.18,882,0.001338
7,1,14,1046.87,1041,0.005636
8,1,14,1102.96,1092,0.010041
9,1,14,1248.15,1247,0.000922
10,1,14,1318.29,1312,0.004791
11,1,14,1431.64,1432,0.000253
12,1,14,1463.45,1462,0.000995
13,1,14,1602.2,1602,0.000122
14,1,14,1742.27,1742,0.000156
15,1,14,1819,1822,0.001645
16,1,14,1934.29,1962,0.014125
17,1,14,2044.08,2062,0.008691
18,1,14,2113.31,2132,0.008766
19,1,14,2228.15,2274,0.020162
20,1,15,2553.02,2585,0.012373
21,1,15,2728.27,2776,0.017194
22,1,15,2795.69,2836,0.014214
0,2,3,213.54,210,0.016843
1,2,3,358.08,340,0.053179
2,2,3,468.85,430,0.090354
3,2,3,602.94,598,0.008258
4,2,3,643.51,641,0.003911
7,2,3,824.91,821,0.004761
8,2,3,900.16,891,0.010282
9,2,3,1109.06,1081,0.025959
11,2,3,1246.27,1200,0.038556
12,2,3,1282.89,1227,0.045549
13,2,3,1434.72,1380,0.039655
14,2,3,1511.2,1460,0.035069
16,2,3,1690.11,1622,0.04199
17,2,3,1789.91,1707,0.048568
18,2,3,1898.54,1827,0.039159
19,2,3,1992.98,1927,0.034242
20,2,3,2322.59,2258,0.028607
21,2,3,2507.8,2419,0.036711
22,2,3,2584.26,2484,0.040364
0,2,9,134.35,130,0.033497
1,2,9,283.98,280,0.014208
3,2,9,495.6,490,0.011427
4,2,9,546.96,530,0.031991
5,2,9,643.61,620,0.03808
6,2,9,731.5,711,0.028826
7,2,9,874.33,846,0.033492
8,2,9,939.86,911,0.031683
9,2,9,1071.43,1041,0.029228
11,2,9,1180.23,1161,0.01656
12,2,9,1210.13,1190,0.016915
13,2,9,1376.51,1351,0.01888
14,2,9,1484.65,1461,0.016187
15,2,9,1563.07,1531,0.020947
16,2,10,1693.37,1641,0.031915
17,2,10,1795.36,1741,0.031221
18,2,10,1938.66,1889,0.026287
19,2,10,2014.23,1959,0.028193
20,2,10,2304.92,2253,0.023046
21,2,10,2489.52,2423,0.027453
22,2,10,2544.21,2473,0.028795
0,2,14,127.58,124,0.028883
1,2,14,341.04,310,0.100124
2,2,14,437.91,402,0.089321
3,2,14,631.12,582,0.084402
4,2,14,687.59,632,0.087952
5,2,14,787.72,726,0.085019
6,2,14,855.4,792,0.080054
7,2,14,991.41,923,0.074113
8,2,14,1059.44,993,0.066909
9,2,14,1223.99,1153,0.061573
10,2,14,1291.89,1224,0.055462
11,2,14,1387.58,1317,0.05359
12,2,14,1426.79,1347,0.059236
13,2,14,1545.08,1457,0.060453
14,2,14,1701.08,1607,0.058543
15,2,14,1770.11,1677,0.055521
16,2,15,1898.23,1797,0.056334
17,2,15,2004.75,1907,0.051258
18,2,15,2085.95,1987,0.049799
20,2,15,2381.07,2277,0.045704
21,2,15,2547.7,2457,0.036915
22,2,15,2614.88,2527,0.034776
0,3,9,143.86,150,0.040909
1,3,9,253.5,261,0.028718
2,3,9,412.63,422,0.022206
3,3,9,625.98,573,0.092455
4,3,9,674.61,602,0.120616
5,3,9,759.05,682,0.112975
6,3,9,819.96,743,0.10358
7,3,9,975.91,892,0.094069
8,3,9,1047.19,963,0.087429
9,3,9,1162.52,1103,0.053961
10,3,10,1228.65,1172,0.048336
11,3,10,1366.4,1314,0.039879
13,3,10,1489.15,1432,0.03991
14,3,10,1579.1,1533,0.030072
15,3,10,1663,1623,0.024648
16,3,10,1827.94,1774,0.030406
17,3,10,1938.9,1873,0.035182
18,3,10,2075.38,2004,0.035619
19,3,10,2194.57,2118,0.036153
20,3,10,2477.36,2364,0.047951
21,3,10,2675.75,2623,0.02011
0,3,14,121.22,112,0.082349
1,3,14,224.99,209,0.076523
2,3,14,358.03,341,0.049948
3,3,14,545.34,511,0.067211
4,3,14,652.84,621,0.051265
5,3,14,748.7,721,0.038417
6,3,14,818.33,791,0.034548
7,3,14,940.97,919,0.023906
8,3,14,1025.37,1009,0.016227
9,3,14,1153.46,1129,0.021669
11,3,14,1252.16,1229,0.018846
13,3,14,1368.13,1348,0.014937
14,3,14,1446.72,1429,0.012403
15,3,14,1518,1499,0.012675
16,3,14,1648.25,1638,0.006259
17,3,14,1803.71,1809,0.002924
18,3,14,1954.7,1949,0.002925
19,3,14,2076.75,2069,0.003746
20,3,14,2384.47,2371,0.005681
21,3,14,2527.38,2511,0.006525
22,3,15,2592.47,2581,0.004446
0,4,9,96.78,95,0.01876
1,4,9,217.2,226,0.03892
3,4,9,452.68,421,0.075255
4,4,9,517.76,473,0.094631
5,4,9,613.63,566,0.084152
6,4,9,679.41,633,0.073316
7,4,9,831.64,766,0.085688
8,4,9,894.82,826,0.08332
9,4,9,1041.26,966,0.077904
10,4,9,1109.15,1036,0.070611
11,4,9,1208.28,1129,0.070217
12,4,9,1244.34,1166,0.067186
13,4,9,1408.85,1332,0.057692
15,4,9,1474.19,1392,0.059045
16,4,9,1611.83,1552,0.03855
17,4,9,1738.67,1672,0.039872
19,4,9,1885.45,1821,0.035394
20,4,9,2144.85,2061,0.040683
21,4,9,2285.3,2191,0.04304
22,4,9,2340.84,2241,0.04455
0,4,14,185.18,170,0.089311
2,4,14,330.96,320,0.034262
3,4,14,544.85,510,0.068327
4,4,14,602.38,561,0.073767
5,4,14,697.97,651,0.072157
6,4,14,772.65,727,0.062794
7,4,14,925.83,879,0.053276
8,4,14,990.3,951,0.041325
9,4,14,1104.97,1072,0.030757
11,4,14,1209.74,1168,0.035738
12,4,14,1244.84,1198,0.039101
13,4,14,1361.5,1312,0.03773
14,4,14,1431.13,1402,0.020775
15,4,14,1511.08,1482,0.01962
16,4,14,1650.25,1623,0.016787
17,4,14,1797.48,1762,0.020137
18,4,14,1916.12,1883,0.01759
19,4,14,2027.66,1984,0.022008
20,4,14,2369.2,2312,0.02474
21,4,14,2525.21,2455,0.028599
22,4,14,2580.23,2505,0.030033
0,5,2,191.04,200,0.044785
1,5,2,314.82,328,0.040192
2,5,2,441.47,460,0.040283
3,5,2,616.59,640,0.036581
4,5,2,675.85,700,0.034503
5,5,2,766.98,780,0.016698
6,5,2,896.26,908,0.012926
7,5,2,1054.28,1071,0.015612
8,5,2,1106.62,1121,0.012827
9,5,2,1250.97,1261,0.007957
10,5,2,1322.74,1331,0.006204
11,5,2,1451.77,1446,0.003993
13,5,3,1567.88,1576,0.005155
14,5,3,1717.27,1716,0.000739
15,5,3,1781.26,1777,0.002397
16,5,3,1900.41,1916,0.008138
17,5,3,2054.54,2056,0.000709
18,5,3,2132.26,2136,0.001751
20,5,3,2363.53,2336,0.011787
21,5,3,2527.92,2516,0.004739
22,5,3,2589.49,2576,0.005238
0,5,9,130.14,120,0.084504
1,5,9,333.53,324,0.029411
2,5,9,438.52,420,0.04409
4,5,9,488.41,470,0.039163
5,5,9,574.16,549,0.045835
6,5,9,636.43,609,0.045043
7,5,9,776.08,750,0.034776
8,5,9,846.99,819,0.034181
9,5,9,942.99,920,0.024985
11,5,9,1071.8,1050,0.020761
12,5,9,1099.61,1080,0.018162
13,5,9,1242.89,1220,0.018763
14,5,9,1374.6,1350,0.018224
15,5,9,1473.83,1440,0.023494
16,5,9,1607.55,1550,0.037126
17,5,9,1714.74,1647,0.041127
18,5,9,1826.29,1749,0.044191
19,5,9,1955.64,1880,0.040233
20,5,9,2301.33,2240,0.027381
21,5,10,2473.34,2439,0.014081
22,5,10,2526.2,2490,0.014538
0,5,14,120.96,120,0.008033
1,5,14,260.06,280,0.071199
2,5,14,415.5,430,0.033732
3,5,14,611.28,650,0.059566
4,5,14,659.21,711,0.072834
5,5,14,752.44,814,0.075628
6,5,15,816.22,879,0.07142
7,5,15,959.43,1030,0.068512
8,5,15,1027.99,1100,0.065465
9,5,15,1141.29,1240,0.079604
10,5,15,1210.11,1310,0.076253
11,5,15,1331.9,1431,0.069251
13,5,15,1484.37,1581,0.061119
14,5,15,1616.19,1702,0.050415
15,5,15,1712.98,1800,0.048344
16,5,15,1862.31,1961,0.050324
17,5,15,1978.54,2091,0.053784
18,5,15,2060.06,2161,0.046712
19,5,15,2166.5,2301,0.058453
20,5,15,2563.02,2691,0.047557
21,5,15,2720.21,2841,0.042517
22,5,15,2785.94,2902,0.039993
0,6,2,210.6,195,0.080008
2,6,3,298.29,257,0.160673
3,6,3,453.29,370,0.22511
4,6,3,561.48,468,0.199737
5,6,3,650.53,543,0.198021
6,6,3,740.53,633,0.169881
7,6,3,917.05,788,0.163763
8,6,3,1002.06,867,0.155783
9,6,3,1207.75,1041,0.16018
11,6,3,1329.19,1144,0.161881
13,6,3,1526.74,1337,0.141918
14,6,3,1720.84,1517,0.134372
15,6,3,1822.54,1607,0.134124
16,6,3,1944.45,1727,0.12591
17,6,3,2094.43,1869,0.120615
18,6,3,2203.54,1996,0.103977
19,6,3,2319.09,2103,0.102755
0,6,9,144.35,131,0.10194
1,6,9,247.24,231,0.070318
2,6,9,371.3,352,0.054844
3,6,9,603.04,609,0.009779
4,6,9,655.98,652,0.006112
5,6,9,741.93,742,0.000096
6,6,9,800.8,801,0.000244
7,6,9,952.92,954,0.001128
8,6,9,1022.25,1022,0.000243
9,6,9,1199.57,1212,0.010252
11,6,9,1308.34,1321,0.009586
12,6,9,1341.85,1350,0.006038
13,6,9,1499.08,1502,0.001946
14,6,9,1571.66,1593,0.013396
15,6,9,1655.39,1672,0.009935
16,6,9,1837.24,1842,0.002583
17,6,9,1933.89,1932,0.000977
18,6,9,2077.57,2073,0.002205
19,6,9,2171.1,2153,0.008408
20,6,10,2402.66,2374,0.012073
21,6,10,2571.91,2576,0.001586
22,6,10,2635.74,2646,0.003876
0,6,14,128.09,130,0.014729
1,6,14,246.79,240,0.028303
2,6,14,407.49,399,0.021275
3,6,14,602.45,569,0.058782
4,6,14,669.8,619,0.082075
5,6,14,765.8,709,0.080117
6,6,14,828.03,770,0.075361
7,6,14,980.1,926,0.058429
8,6,14,1047.54,990,0.058126
9,6,14,1162.12,1110,0.046955
11,6,14,1265.58,1221,0.036515
12,6,14,1300.39,1258,0.033695
13,6,14,1427.56,1381,0.033715
14,6,14,1529.62,1501,0.019064
15,6,14,1601.51,1571,0.01942
16,6,14,1730.7,1721,0.005639
17,6,14,1839.47,1831,0.004625
18,6,14,1979.21,1970,0.004674
19,6,15,2111.7,2121,0.004385
20,6,15,2411.33,2451,0.016184
21,6,15,2587.46,2621,0.012798
22,6,15,2639.41,2670,0.011457
0,0,3,184.08,180,0.022647
1,0,3,360.76,360,0.002121
2,0,3,557.5,550,0.013632
3,0,3,736.1,740,0.005267
4,0,3,784.65,770,0.019021
5,0,3,882.18,870,0.014003
6,0,3,949.47,930,0.020935
7,0,3,1120.25,1100,0.018408
8,0,3,1218.67,1190,0.024096
9,0,3,1422.02,1403,0.013554
10,0,3,1488.88,1473,0.010783
11,0,3,1617.1,1593,0.015131
12,0,3,1649.5,1625,0.015076
13,0,3,1828.81,1793,0.019975
14,0,3,1911.02,1873,0.020298
15,0,3,2004.06,1973,0.015743
16,0,3,2133.9,2093,0.01954
17,0,3,2232.32,2183,0.022592
18,0,3,2347.67,2303,0.019398
19,0,3,2456.9,2401,0.023283
20,0,3,2819.05,2753,0.023992
22,0,3,2892.01,2833,0.020831
0,0,9,130.55,130,0.004212
1,0,9,326.28,349,0.065089
2,0,9,510.59,529,0.034799
3,0,9,715.67,771,0.071759
4,0,9,760.29,821,0.073946
5,0,9,857.04,921,0.069445
6,0,9,910.72,973,0.064006
7,0,9,1042.71,1112,0.062312
8,0,9,1117.1,1182,0.05491
9,0,9,1224.81,1312,0.066456
11,0,9,1322.02,1422,0.070309
12,0,9,1348.97,1453,0.071598
13,0,9,1506.63,1603,0.060116
14,0,9,1616.92,1714,0.056639
15,0,9,1688.88,1784,0.053318
16,0,9,1838.15,1924,0.044623
17,0,9,1944.52,2034,0.043992
18,0,9,2051.51,2154,0.047582
19,0,9,2174.11,2265,0.04013
20,0,9,2431.27,2525,0.037119
21,0,9,2589.67,2719,0.047566
22,0,9,2655.94,2785,0.046342
0,0,14,141.01,151,0.06613
1,0,14,326.54,372,0.122214
2,0,14,447.65,491,0.088297
3,0,14,604.81,633,0.044527
4,0,14,651.48,683,0.046148
5,0,14,743.5,773,0.038157
6,0,14,822.82,850,0.031979
7,0,14,986.25,1018,0.031187
8,0,14,1054.16,1083,0.026626
9,0,14,1269.94,1304,0.026121
11,0,14,1388.31,1424,0.025062
13,0,14,1535.3,1586,0.031966
14,0,14,1731.56,1786,0.030484
15,0,14,1839.58,1896,0.029758
16,0,14,1969.27,2036,0.032775
17,0,14,2112.13,2197,0.038631
18,0,14,2182.06,2276,0.041274
19,0,14,2294.97,2386,0.038153
20,0,14,2588.19,2707,0.043888
21,0,15,2785.31,2897,0.038554
22,0,15,2846.36,2956,0.03709
0,1,3,182.18,160,0.138653
1,1,3,365.18,380,0.038992
2,1,3,592.92,600,0.011799
3,1,3,819.55,790,0.037407
4,1,3,868.3,850,0.021527
5,1,3,975.95,960,0.016613
6,1,3,1047.18,1031,0.015698
7,1,3,1194.53,1190,0.003806
8,1,3,1285.53,1280,0.004319
9,1,3,1464.53,1460,0.003106
10,1,3,1520.09,1520,0.000059
11,1,3,1637.78,1639,0.000746
12,1,3,1665.27,1659,0.003777
14,1,3,1798.52,1799,0.000268
15,1,3,1892.09,1899,0.00364
16,1,3,2054.35,2050,0.002124
17,1,3,2162.32,2139,0.010901
18,1,3,2294.72,2280,0.006455
19,1,3,2418.25,2400,0.007605
20,1,4,2891.69,2880,0.00406
21,1,4,3043.08,3022,0.006975
22,1,4,3103.83,3082,0.007084
0,1,9,212.26,200,0.06128
1,1,9,346.05,311,0.112689
2,1,9,474.49,432,0.098356
4,1,9,564.98,524,0.078209
5,1,9,660,614,0.074917
6,1,9,768.45,724,0.061401
7,1,9,931.8,874,0.066131
8,1,9,1024.4,964,0.06266
9,1,9,1162.73,1074,0.082616
10,1,9,1247.72,1174,0.062797
11,1,9,1377.29,1304,0.056206
12,1,9,1421.43,1349,0.053692
13,1,9,1574.68,1504,0.046994
14,1,9,1709.52,1654,0.033565
15,1,9,1781.27,1734,0.02726
16,1,9,1893.92,1834,0.032674
17,1,9,1992.17,1934,0.030077
18,1,9,2094.75,2040,0.026839
19,1,9,2199.04,2134,0.03048
20,1,9,2407.56,2343,0.027556
21,1,9,2543.45,2485,0.02352
22,1,9,2614.34,2555,0.023226
0,1,14,208.06,210,0.00926
1,1,14,387.58,390,0.006199
2,1,14,551.07,560,0.015939
3,1,14,743.75,740,0.005062
4,1,14,791.82,780,0.015155
5,1,14,877.5,880,0.002839
6,1,14,947.4,950,0.002742
7,1,14,1113.4,1118,0.004113
8,1,14,1207.99,1210,0.001665
9,1,14,1316.5,1330,0.010148
11,1,14,1440.17,1440,0.000117
13,1,14,1582.43,1581,0.000903
14,1,15,1654.46,1651,0.002096
15,1,15,1723.43,1711,0.007267
16,1,15,1845.45,1842,0.001871
17,1,15,1948.07,1942,0.003125
18,1,15,2059.89,2054,0.002868
19,1,15,2197.14,2182,0.006936
20,1,15,2448.65,2412,0.015194
21,1,15,2647.83,2643,0.001827
22,1,15,2711.49,2703,0.003142
0,2,2,156.03,149,0.047207
1,2,2,352.3,351,0.003716
2,2,3,548.45,531,0.032855
3,2,3,721.46,675,0.068834
4,2,3,812.75,760,0.069404
5,2,3,912.41,859,0.062173
6,2,3,1000.4,950,0.053056
7,2,3,1152.39,1124,0.025256
8,2,3,1228.33,1196,0.027031
9,2,3,1408.84,1355,0.039732
11,2,3,1519.23,1465,0.037019
12,2,3,1565.14,1498,0.044817
13,2,3,1768.62,1697,0.042202
14,2,3,1858.76,1795,0.035521
15,2,3,1958.72,1885,0.039107
16,2,3,2109.67,2035,0.036693
17,2,3,2254.21,2166,0.040723
18,2,3,2381.8,2287,0.041451
19,2,3,2484.94,2407,0.032381
20,2,3,2910.38,2806,0.0372
21,2,3,3137.24,3026,0.03676
22,2,3,3204.03,3096,0.034895
1,2,13,103.05,90,0.14499
2,2,13,240.75,247,0.025285
3,2,13,466.34,450,0.036308
4,2,13,522.36,515,0.014293
5,2,13,609.04,591,0.03052
6,2,13,687.54,671,0.02465
7,2,13,874.55,851,0.027678
8,2,13,959.05,930,0.031235
9,2,13,1138.11,1087,0.047018
10,2,13,1223.04,1171,0.044439
11,2,13,1354.8,1291,0.049416
12,2,13,1381.29,1322,0.044846
14,2,13,1592.11,1522,0.046065
15,2,13,1678.99,1613,0.040909
16,2,13,1857.77,1772,0.048405
17,2,13,1954.66,1873,0.043597
18,2,13,2086.75,1993,0.047041
19,2,13,2191.9,2093,0.047251
