,StopID,Days,Hours,Predict,Target,APE
652,6,2,6,927.38,919,0.009118000000000001
653,7,2,6,1065.26,1050,0.014537000000000001
654,8,2,6,1129.88,1118,0.010628
655,9,2,6,1322.55,1320,0.00193
656,11,2,6,1450.11,1450,7.7e-05
657,12,2,6,1477.51,1470,0.005108
658,13,2,6,1615.79,1611,0.002972
659,14,2,6,1747.12,1741,0.0035159999999999996
660,15,2,6,1815.35,1811,0.002404
661,16,2,6,1937.34,1915,0.011666
662,17,2,6,2035.11,2011,0.011991
663,18,2,6,2158.16,2141,0.008017
664,19,2,6,2254.91,2231,0.010719
665,20,2,6,2504.85,2461,0.017817
666,21,2,6,2659.01,2620,0.014887000000000001
667,22,2,6,2721.8,2681,0.015218
668,0,2,10,226.68,219,0.035056
669,1,2,10,385.05,369,0.043504
670,2,2,10,536.49,520,0.031713
671,3,2,10,783.51,749,0.046077999999999994
672,4,2,10,857.17,820,0.045328
673,5,2,10,950.1,910,0.044061
674,6,2,10,1020.13,979,0.042013
675,7,2,10,1176.98,1138,0.03425
676,8,2,10,1254.93,1213,0.034567
677,9,2,10,1440.11,1414,0.018468000000000002
678,10,2,10,1527.54,1499,0.01904
679,11,2,10,1636.59,1600,0.022866
680,12,2,10,1695.13,1674,0.012622
681,13,2,10,1867.39,1850,0.009398
682,14,2,10,1950.55,1940,0.005438
683,15,2,11,2013.55,1999,0.007278
684,16,2,11,2155.52,2140,0.0072510000000000005
685,17,2,11,2263.32,2250,0.00592
686,18,2,11,2369.64,2349,0.008787999999999999
687,19,2,11,2495.79,2460,0.014549000000000001
688,20,2,11,2767.3,2720,0.017391
689,21,2,11,2938.42,2869,0.024197
690,22,2,11,2994.77,2940,0.018629
691,0,3,7,182.52,180,0.013999999999999999
692,1,3,7,360.4,371,0.028564999999999997
693,2,3,7,449.98,450,5.1e-05
694,3,3,7,616.69,671,0.080935
695,4,3,7,736.06,790,0.06827899999999999
696,5,3,7,821.19,881,0.067888
697,6,3,7,909.3,970,0.062577
698,7,3,7,1053.44,1118,0.057746000000000006
699,8,3,7,1126.67,1190,0.053219
700,9,3,7,1258.42,1300,0.031981
701,10,3,7,1320.19,1359,0.028557
702,11,3,7,1426.12,1470,0.02985
703,12,3,7,1460.91,1492,0.020841
704,14,3,7,1633.72,1663,0.017603999999999998
705,15,3,7,1712.78,1742,0.016776
706,16,3,7,1841.47,1852,0.005688
707,17,3,7,1980.0,1993,0.006522
708,18,3,7,2131.85,2142,0.004737
709,19,3,7,2237.73,2242,0.0019030000000000002
710,20,3,7,2468.05,2451,0.006958
711,21,3,7,2625.08,2602,0.008870999999999999
712,22,3,7,2687.52,2662,0.009586
713,0,4,9,247.09,230,0.074299
714,1,4,9,437.01,420,0.040489
715,2,4,9,696.88,680,0.024818
716,3,4,10,961.44,880,0.092545
717,4,4,10,1028.04,950,0.08214500000000001
718,5,4,10,1133.62,1050,0.079637
719,7,4,10,1282.07,1202,0.06661399999999999
720,8,4,10,1387.83,1302,0.065919
721,9,4,10,1578.74,1522,0.037277
722,11,4,10,1678.35,1622,0.034741
723,12,4,10,1707.94,1651,0.034486
724,13,4,10,1910.67,1852,0.031677
725,14,4,10,2059.17,1992,0.03372
726,15,4,10,2155.03,2092,0.030131
727,16,4,10,2313.75,2242,0.032005
728,17,4,10,2420.5,2342,0.033519
729,18,4,10,2572.22,2482,0.036348
730,19,4,10,2684.7,2582,0.039774000000000004
731,20,4,10,2919.46,2832,0.030882
732,21,4,10,3081.85,3002,0.026597000000000003
733,22,4,10,3144.2,3062,0.026844
734,0,10,7,158.15,150,0.05430700000000001
735,1,10,7,281.41,270,0.042273000000000005
736,2,10,7,460.47,460,0.001017
737,3,10,7,665.45,760,0.124404
738,4,10,7,721.66,800,0.09793099999999999
739,5,10,7,813.4,891,0.087088
740,6,10,7,903.12,980,0.07845099999999999
741,7,10,7,1051.69,1119,0.06015499999999999
742,8,10,7,1126.88,1190,0.053038999999999996
743,9,10,7,1290.17,1350,0.044316
744,11,10,7,1405.34,1460,0.037441
745,13,10,8,1546.73,1595,0.030266
746,14,10,8,1719.42,1775,0.031313
747,15,10,8,1811.18,1855,0.023622
748,16,10,8,1946.61,1985,0.019341
749,17,10,8,2046.56,2085,0.018437000000000002
750,18,10,8,2135.61,2175,0.018113
751,19,10,8,2251.15,2285,0.014813
752,20,10,8,2479.63,2495,0.006157999999999999
753,21,10,8,2666.75,2675,0.003083
754,22,10,8,2719.1,2725,0.002167
755,0,6,1,185.25,180,0.029169999999999998
756,1,6,1,286.55,280,0.023397
757,2,6,1,442.65,440,0.006016
758,3,6,1,614.64,630,0.024373
759,4,6,1,663.69,680,0.023983
760,5,6,1,740.58,760,0.025547999999999998
761,6,6,1,843.15,864,0.024128
762,7,6,1,1026.26,1039,0.012264
763,8,6,1,1092.17,1100,0.007121
764,9,6,1,1275.9,1275,0.000708
765,11,6,1,1375.05,1365,0.007361
766,13,6,1,1524.75,1507,0.011777
767,14,6,2,1609.78,1587,0.014355000000000001
768,15,6,2,1706.37,1687,0.011484000000000001
769,16,6,2,1847.27,1847,0.000144
770,17,6,2,1966.45,1967,0.000281
771,18,6,2,2134.56,2147,0.005795000000000001
772,19,6,2,2254.53,2267,0.005499
773,20,6,2,2571.28,2605,0.012944999999999998
774,21,6,2,2737.88,2767,0.010526
775,22,6,2,2801.29,2827,0.009094
776,0,6,6,188.11,190,0.009974
777,1,6,6,365.78,370,0.011392
778,2,6,6,510.07,520,0.019104
779,3,6,6,681.53,670,0.017211
780,4,6,6,743.84,730,0.01896
781,5,6,6,832.82,810,0.028169
782,6,6,6,894.65,870,0.028332
783,7,6,6,1043.38,1007,0.036131
784,8,6,6,1107.1,1070,0.034673
785,9,6,6,1283.01,1230,0.043099
786,11,6,6,1418.43,1360,0.042961
787,12,6,6,1451.04,1395,0.040172
788,13,6,6,1608.03,1550,0.037438
789,14,6,6,1686.07,1620,0.040781
790,15,6,6,1751.61,1680,0.042628
791,16,6,6,1891.25,1850,0.022297
792,17,6,6,1988.54,1950,0.019766
793,18,6,6,2098.68,2070,0.013853
794,19,6,6,2209.58,2180,0.013569
795,20,6,6,2488.72,2470,0.00758
796,21,6,6,2662.25,2660,0.0008460000000000001
797,22,6,6,2715.82,2710,0.002149
798,0,6,11,163.69,170,0.037122
799,1,6,11,248.35,270,0.08016799999999999
800,2,6,11,331.52,340,0.024931000000000002
801,3,6,11,570.13,555,0.027252999999999996
802,4,6,11,620.2,580,0.069316
803,5,6,11,707.01,670,0.055235
804,6,6,11,759.82,720,0.055308
805,7,6,11,886.31,848,0.045181
806,8,6,11,952.43,910,0.046624
807,9,6,11,1099.02,1050,0.046689
808,11,6,11,1223.92,1170,0.046088
809,13,6,11,1333.36,1273,0.047415
810,14,6,11,1431.71,1363,0.050414
811,15,6,11,1499.53,1443,0.039176
812,16,6,11,1641.61,1583,0.037025999999999996
813,17,6,11,1787.35,1723,0.037346
814,18,6,11,1879.83,1803,0.042613
815,19,6,11,1964.13,1913,0.02673
816,20,6,11,2434.59,2423,0.004782
817,22,6,11,2496.22,2483,0.005325
818,0,1,5,115.75,120,0.035434
819,1,1,5,293.2,320,0.083763
820,2,1,5,489.16,530,0.077047
821,3,1,6,664.47,690,0.036993
822,4,1,6,780.82,810,0.036025
823,5,1,6,881.91,905,0.025514
824,6,1,6,982.55,1010,0.027176
825,7,1,6,1143.12,1168,0.021303
826,8,1,6,1216.55,1250,0.026761
827,9,1,6,1406.17,1430,0.016663999999999998
828,11,1,6,1512.28,1530,0.011584
829,13,1,6,1676.98,1704,0.015857
830,14,1,6,1745.43,1764,0.010525
831,15,1,6,1820.0,1829,0.004922999999999999
832,16,1,6,1931.99,1944,0.006175
833,17,1,6,2029.88,2044,0.006909
834,18,1,6,2117.91,2134,0.0075379999999999996
835,19,1,6,2208.95,2234,0.011212
836,20,1,6,2479.11,2494,0.005972
837,21,1,6,2644.73,2664,0.007233
838,22,1,6,2703.14,2719,0.005834000000000001
839,0,1,10,226.21,230,0.016474000000000003
840,1,1,10,393.62,390,0.009292
841,2,1,10,654.22,660,0.008751
842,3,1,10,905.76,950,0.046564
843,4,1,10,990.72,1040,0.047383999999999996
844,5,1,10,1085.01,1139,0.0474
845,6,1,10,1186.09,1240,0.043477999999999996
846,7,1,10,1324.23,1384,0.043187
847,8,1,10,1410.05,1470,0.040782
848,9,1,10,1594.26,1670,0.045354000000000005
849,10,1,10,1670.51,1750,0.045422000000000004
850,11,1,10,1797.55,1890,0.048915
851,12,1,11,1829.85,1924,0.048933
852,13,1,11,1988.77,2080,0.043858999999999995
853,14,1,11,2127.61,2210,0.037281
854,15,1,11,2192.06,2270,0.034335000000000004
855,16,1,11,2328.36,2390,0.025793
856,17,1,11,2433.46,2490,0.022706999999999998
857,18,1,11,2560.03,2610,0.019146
858,19,1,11,2666.7,2710,0.015976
859,20,1,11,2925.27,3020,0.031367
860,21,1,11,3131.0,3240,0.033643
861,22,1,11,3191.47,3300,0.032888
862,0,2,6,189.0,220,0.140923
863,1,2,7,301.33,330,0.086883
864,2,2,7,430.09,460,0.06503099999999999
865,3,2,7,600.93,730,0.176809
866,4,2,7,648.68,780,0.168356
867,7,2,7,795.59,922,0.137101
868,8,2,7,849.55,974,0.127771
869,9,2,7,991.45,1145,0.134101
870,11,2,7,1130.46,1275,0.11336500000000001
871,13,2,7,1254.78,1402,0.10500799999999999
872,14,2,7,1366.25,1512,0.09639400000000001
873,15,2,7,1436.5,1582,0.091975
874,16,2,7,1553.42,1692,0.081901
875,17,2,7,1682.05,1822,0.076811
876,18,2,7,1817.6,1962,0.073599
877,19,2,7,1936.38,2062,0.060923000000000005
878,20,2,7,2205.73,2322,0.050073
879,21,2,7,2376.33,2492,0.046416000000000006
880,22,2,7,2427.32,2542,0.045114
881,0,3,6,189.38,199,0.048329000000000004
882,1,3,6,341.28,350,0.024914
883,2,3,6,526.62,529,0.004503
884,3,3,6,698.09,730,0.04371
885,4,3,6,790.82,830,0.047206
886,5,3,6,901.61,930,0.030527
887,6,3,6,972.97,1000,0.027025
888,7,3,6,1132.3,1150,0.015392
889,8,3,6,1195.85,1218,0.018184
890,9,3,6,1351.61,1370,0.013425
891,10,3,6,1427.64,1450,0.015424
892,11,3,6,1556.19,1580,0.015073
893,13,3,6,1675.08,1693,0.010583
894,14,3,6,1857.29,1883,0.013652000000000001
895,15,3,6,1935.82,1962,0.013344
896,17,3,6,2031.4,2058,0.012922999999999999
897,18,3,6,2146.39,2182,0.016322
898,19,3,6,2284.01,2312,0.012107999999999999
899,20,3,6,2543.35,2552,0.0033880000000000004
900,21,3,6,2697.38,2702,0.0017100000000000001
901,22,3,6,2747.7,2752,0.001562
902,0,3,10,169.12,160,0.056995000000000004
903,1,3,11,312.01,300,0.040036
904,2,3,11,514.76,500,0.029514999999999996
905,4,3,11,606.49,599,0.012506999999999999
906,5,3,11,695.59,684,0.016952000000000002
907,6,3,11,753.02,740,0.017597
908,7,3,11,902.9,890,0.014497999999999999
909,8,3,11,1000.88,990,0.010986
910,9,3,11,1164.73,1140,0.021694
911,10,3,11,1241.91,1220,0.017958000000000002
912,11,3,11,1367.07,1340,0.020199
913,12,3,11,1395.87,1370,0.018882
914,13,3,11,1618.87,1590,0.018159
915,14,3,11,1830.83,1790,0.022808000000000002
916,15,3,11,1917.15,1870,0.025216
917,16,3,11,2032.01,1970,0.031477
918,17,3,11,2181.48,2120,0.029001
919,18,3,11,2250.98,2179,0.033035
920,19,3,11,2370.76,2289,0.035718
921,20,3,11,2761.44,2650,0.042054
922,21,3,11,2935.15,2860,0.026277999999999996
923,22,3,11,3000.55,2940,0.020596
924,0,4,2,169.36,180,0.059123
925,1,4,2,425.36,440,0.033281
926,2,4,2,520.41,520,0.000789
927,3,4,2,685.47,650,0.054564
928,4,4,2,756.02,730,0.035643
929,5,4,2,861.35,820,0.050424000000000004
930,7,4,2,1032.76,980,0.053839
931,8,4,2,1102.81,1044,0.056327999999999996
932,9,4,2,1337.9,1310,0.021297
933,11,4,2,1482.7,1460,0.015546
934,12,4,2,1518.66,1490,0.019233
935,13,4,2,1691.92,1660,0.019227
936,14,4,3,1905.92,1850,0.030227999999999998
937,15,4,3,1972.76,1930,0.022157
938,16,4,3,2092.04,2040,0.025509999999999998
939,17,4,3,2224.66,2190,0.015828000000000002
940,18,4,3,2286.25,2250,0.01611
941,19,4,3,2385.83,2330,0.023961
942,20,4,3,2940.31,2850,0.031689
943,22,4,3,3045.89,2960,0.029016000000000004
944,0,4,7,136.93,150,0.087123
945,1,4,7,319.63,340,0.059899
946,2,4,7,452.04,480,0.058251
947,3,4,7,627.44,630,0.004071
948,4,4,7,737.14,730,0.009781999999999999
949,5,4,7,844.18,852,0.009178
950,6,4,7,909.9,920,0.010983
951,7,4,7,1048.43,1047,0.001367
952,8,4,7,1100.35,1095,0.004883
953,9,4,7,1248.12,1240,0.00655
954,11,4,7,1375.47,1370,0.003992
955,12,4,7,1409.82,1416,0.004366
956,14,4,7,1555.06,1576,0.013288999999999999
957,15,4,7,1622.2,1636,0.008433
958,16,4,7,1750.05,1766,0.009034
959,17,4,7,1896.25,1916,0.010306000000000001
960,18,4,8,1966.21,1976,0.004952000000000001
961,19,4,8,2064.26,2096,0.015143
962,20,4,8,2367.09,2405,0.015764
963,21,4,8,2506.16,2536,0.011767
964,22,4,8,2558.93,2586,0.010467
965,1,10,6,181.1,180,0.006113
966,2,10,6,379.3,391,0.029911
967,3,10,6,568.09,620,0.083734
968,4,10,6,619.5,681,0.090306
969,5,10,6,704.91,760,0.07248099999999999
970,6,10,6,787.17,841,0.06400700000000001
971,7,10,6,950.27,1001,0.050684
972,8,10,6,1011.96,1069,0.053360000000000005
973,9,10,6,1143.66,1231,0.070952
974,10,10,6,1210.85,1304,0.071435
975,11,10,6,1308.46,1401,0.066051
976,13,10,6,1472.18,1571,0.062902
977,14,10,6,1542.44,1631,0.054298
978,15,10,6,1645.58,1730,0.048797
979,16,10,6,1782.29,1861,0.042293
980,17,10,6,1874.83,1955,0.041006
981,18,10,6,1999.97,2091,0.043532999999999995
982,19,10,6,2118.04,2201,0.037692
983,20,10,6,2376.92,2461,0.034166
984,21,10,6,2537.2,2620,0.031603
985,22,10,6,2592.61,2680,0.03261
986,0,6,7,175.28,180,0.026244
987,1,6,7,373.66,380,0.016696000000000003
988,2,6,7,469.75,490,0.041317
989,3,6,7,681.33,650,0.048193
990,4,6,7,733.3,710,0.032818
991,5,6,7,839.3,810,0.036175
992,6,6,7,917.4,890,0.030781
993,7,6,7,1062.54,1050,0.011939
994,8,6,7,1129.95,1115,0.013411000000000001
995,9,6,7,1253.45,1240,0.010844
996,11,6,7,1343.17,1320,0.017556
997,12,6,7,1371.94,1350,0.016252000000000003
998,13,6,7,1490.7,1480,0.007229000000000001
999,14,6,7,1579.98,1570,0.00636
1000,15,6,7,1690.88,1690,0.000522
1001,16,6,7,1835.89,1830,0.0032170000000000002
1002,17,6,7,1973.75,1972,0.0008880000000000001
1003,18,6,7,2109.1,2120,0.005141
1004,19,6,7,2222.05,2220,0.000924
1005,20,6,7,2473.62,2460,0.005536
1006,21,6,7,2646.14,2670,0.008937
1007,22,6,7,2698.72,2740,0.015066999999999999
1008,0,0,9,124.42,110,0.131117
1009,1,0,9,327.99,300,0.093295
1010,2,0,9,430.43,390,0.10366600000000001
1011,3,0,9,652.59,581,0.123215
1012,4,0,9,715.67,631,0.134189
1013,5,0,9,822.7,722,0.139469
1014,6,0,9,924.26,822,0.124404
1015,7,0,9,1084.28,962,0.127114
1016,8,0,9,1171.25,1052,0.11335799999999999
1017,9,0,9,1342.92,1233,0.089148
1018,11,0,9,1459.53,1333,0.094919
1019,12,0,9,1492.7,1363,0.09515900000000001
1020,13,0,9,1657.36,1523,0.08822200000000001
1021,14,0,9,1786.51,1664,0.073626
1022,15,0,10,1902.58,1794,0.060523
1023,16,0,10,2049.07,1944,0.054048
1024,17,0,10,2157.29,2054,0.050287
1025,18,0,10,2279.6,2174,0.048573000000000005
1026,19,0,10,2356.12,2254,0.045306
1027,20,0,10,2586.98,2474,0.045668
1028,21,0,10,2719.03,2604,0.044175
1029,0,1,9,230.5,221,0.042964999999999996
1030,1,1,9,336.47,331,0.016522
1031,2,1,9,542.24,551,0.015897
1032,3,1,9,760.09,761,0.001193
1033,4,1,9,839.15,841,0.002203
1034,5,1,9,946.3,952,0.005985
1035,6,1,9,1034.09,1043,0.008546
1036,7,1,9,1189.42,1197,0.006333
1037,8,1,9,1265.37,1273,0.005995
1038,9,1,9,1387.89,1383,0.0035369999999999998
1039,11,1,9,1500.64,1493,0.005117
1040,13,1,9,1659.76,1653,0.004092
1041,14,1,9,1738.36,1733,0.003095
1042,15,1,9,1798.19,1813,0.008168
1043,16,1,9,1920.43,1953,0.016679
1044,18,1,9,1984.66,2015,0.015057
1045,19,1,9,2076.79,2125,0.022688
1046,20,1,9,2266.7,2295,0.012333
1047,21,1,9,2425.59,2445,0.007939
1048,22,1,9,2482.77,2505,0.008872
1049,0,1,14,172.8,190,0.090538
1050,1,1,14,346.39,361,0.040466
1051,2,1,14,503.36,521,0.033849000000000004
1052,3,1,14,647.5,651,0.005376
1053,4,1,14,712.91,711,0.002686
1054,5,1,14,800.71,801,0.000365
1055,6,1,14,883.18,882,0.001338
1056,7,1,14,1046.87,1041,0.0056359999999999995
1057,8,1,14,1102.96,1092,0.010041
1058,9,1,14,1248.15,1247,0.0009220000000000001
1059,10,1,14,1318.29,1312,0.004790999999999999
1060,11,1,14,1431.64,1432,0.00025299999999999997
1061,12,1,14,1463.45,1462,0.000995
1062,13,1,14,1602.2,1602,0.000122
1063,14,1,14,1742.27,1742,0.000156
1064,15,1,14,1819.0,1822,0.001645
1065,16,1,14,1934.29,1962,0.014125
1066,17,1,14,2044.08,2062,0.008690999999999999
1067,18,1,14,2113.31,2132,0.008766
1068,19,1,14,2228.15,2274,0.020162
1069,20,1,15,2553.02,2585,0.012373
1070,21,1,15,2728.27,2776,0.017194
1071,22,1,15,2795.69,2836,0.014214
1072,0,2,3,213.54,210,0.016843
1073,1,2,3,358.08,340,0.053179
1074,2,2,3,468.85,430,0.09035399999999999
1075,3,2,3,602.94,598,0.008258
1076,4,2,3,643.51,641,0.0039109999999999995
1077,7,2,3,824.91,821,0.004761
1078,8,2,3,900.16,891,0.010282
1079,9,2,3,1109.06,1081,0.025958999999999996
1080,11,2,3,1246.27,1200,0.038556
1081,12,2,3,1282.89,1227,0.045549
1082,13,2,3,1434.72,1380,0.039655
1083,14,2,3,1511.2,1460,0.035069
1084,16,2,3,1690.11,1622,0.04199
1085,17,2,3,1789.91,1707,0.048568
1086,18,2,3,1898.54,1827,0.039159
1087,19,2,3,1992.98,1927,0.034242
1088,20,2,3,2322.59,2258,0.028607
1089,21,2,3,2507.8,2419,0.036711
1090,22,2,3,2584.26,2484,0.040364
1091,0,2,9,134.35,130,0.033497000000000006
1092,1,2,9,283.98,280,0.014208000000000002
1093,3,2,9,495.6,490,0.011427
1094,4,2,9,546.96,530,0.031991000000000006
1095,5,2,9,643.61,620,0.03808
1096,6,2,9,731.5,711,0.028825999999999997
1097,7,2,9,874.33,846,0.033492
1098,8,2,9,939.86,911,0.031682999999999996
1099,9,2,9,1071.43,1041,0.029227999999999997
1100,11,2,9,1180.23,1161,0.01656
1101,12,2,9,1210.13,1190,0.016915
1102,13,2,9,1376.51,1351,0.01888
1103,14,2,9,1484.65,1461,0.016187
1104,15,2,9,1563.07,1531,0.020947
1105,16,2,10,1693.37,1641,0.031915
1106,17,2,10,1795.36,1741,0.031221
1107,18,2,10,1938.66,1889,0.026287
1108,19,2,10,2014.23,1959,0.028193
1109,20,2,10,2304.92,2253,0.023046
1110,21,2,10,2489.52,2423,0.027452999999999998
1111,22,2,10,2544.21,2473,0.028794999999999998
1112,0,2,14,127.58,124,0.028883
1113,1,2,14,341.04,310,0.100124
1114,2,2,14,437.91,402,0.089321
1115,3,2,14,631.12,582,0.084402
1116,4,2,14,687.59,632,0.087952
1117,5,2,14,787.72,726,0.08501900000000001
1118,6,2,14,855.4,792,0.080054
1119,7,2,14,991.41,923,0.074113
1120,8,2,14,1059.44,993,0.066909
1121,9,2,14,1223.99,1153,0.061573
1122,10,2,14,1291.89,1224,0.055462
1123,11,2,14,1387.58,1317,0.05359
1124,12,2,14,1426.79,1347,0.059236000000000004
1125,13,2,14,1545.08,1457,0.060453
1126,14,2,14,1701.08,1607,0.058543
1127,15,2,14,1770.11,1677,0.055521
1128,16,2,15,1898.23,1797,0.056334
1129,17,2,15,2004.75,1907,0.051258000000000005
1130,18,2,15,2085.95,1987,0.049799
1131,20,2,15,2381.07,2277,0.045704
1132,21,2,15,2547.7,2457,0.036914999999999996
1133,22,2,15,2614.88,2527,0.034776
1134,0,3,9,143.86,150,0.040909
1135,1,3,9,253.5,261,0.028718
1136,2,3,9,412.63,422,0.022206
1137,3,3,9,625.98,573,0.092455
1138,4,3,9,674.61,602,0.12061600000000001
1139,5,3,9,759.05,682,0.112975
1140,6,3,9,819.96,743,0.10357999999999999
1141,7,3,9,975.91,892,0.094069
1142,8,3,9,1047.19,963,0.08742899999999999
1143,9,3,9,1162.52,1103,0.053961
1144,10,3,10,1228.65,1172,0.048336000000000004
1145,11,3,10,1366.4,1314,0.039879000000000005
1146,13,3,10,1489.15,1432,0.03991
1147,14,3,10,1579.1,1533,0.030072
1148,15,3,10,1663.0,1623,0.024648
1149,16,3,10,1827.94,1774,0.030406
1150,17,3,10,1938.9,1873,0.035182
1151,18,3,10,2075.38,2004,0.035619
1152,19,3,10,2194.57,2118,0.036153
1153,20,3,10,2477.36,2364,0.047951
1154,21,3,10,2675.75,2623,0.02011
1155,0,3,14,121.22,112,0.082349
1156,1,3,14,224.99,209,0.07652300000000001
1157,2,3,14,358.03,341,0.049948
1158,3,3,14,545.34,511,0.067211
1159,4,3,14,652.84,621,0.051265
1160,5,3,14,748.7,721,0.038417
1161,6,3,14,818.33,791,0.034548
1162,7,3,14,940.97,919,0.023906
1163,8,3,14,1025.37,1009,0.016227000000000002
1164,9,3,14,1153.46,1129,0.021669
1165,11,3,14,1252.16,1229,0.018846
1166,13,3,14,1368.13,1348,0.014937
1167,14,3,14,1446.72,1429,0.012403
1168,15,3,14,1518.0,1499,0.012675
1169,16,3,14,1648.25,1638,0.006259000000000001
1170,17,3,14,1803.71,1809,0.002924
1171,18,3,14,1954.7,1949,0.002925
1172,19,3,14,2076.75,2069,0.003746
1173,20,3,14,2384.47,2371,0.005681
1174,21,3,14,2527.38,2511,0.006525
1175,22,3,15,2592.47,2581,0.004446
1176,0,4,9,96.78,95,0.01876
1177,1,4,9,217.2,226,0.038919999999999996
1178,3,4,9,452.68,421,0.07525499999999999
1179,4,4,9,517.76,473,0.09463099999999999
1180,5,4,9,613.63,566,0.084152
1181,6,4,9,679.41,633,0.07331599999999999
1182,7,4,9,831.64,766,0.085688
1183,8,4,9,894.82,826,0.08332
1184,9,4,9,1041.26,966,0.077904
1185,10,4,9,1109.15,1036,0.07061100000000001
1186,11,4,9,1208.28,1129,0.070217
1187,12,4,9,1244.34,1166,0.067186
1188,13,4,9,1408.85,1332,0.05769199999999999
1189,15,4,9,1474.19,1392,0.05904500000000001
1190,16,4,9,1611.83,1552,0.03855
1191,17,4,9,1738.67,1672,0.039872000000000005
1192,19,4,9,1885.45,1821,0.035394
1193,20,4,9,2144.85,2061,0.040683
1194,21,4,9,2285.3,2191,0.043039999999999995
1195,22,4,9,2340.84,2241,0.04455
1196,0,4,14,185.18,170,0.089311
1197,2,4,14,330.96,320,0.034262
1198,3,4,14,544.85,510,0.068327
1199,4,4,14,602.38,561,0.073767
1200,5,4,14,697.97,651,0.072157
1201,6,4,14,772.65,727,0.062794
1202,7,4,14,925.83,879,0.053276
1203,8,4,14,990.3,951,0.041325
1204,9,4,14,1104.97,1072,0.030757
1205,11,4,14,1209.74,1168,0.035738
1206,12,4,14,1244.84,1198,0.039101
1207,13,4,14,1361.5,1312,0.03773
1208,14,4,14,1431.13,1402,0.020775
1209,15,4,14,1511.08,1482,0.01962
1210,16,4,14,1650.25,1623,0.016787
1211,17,4,14,1797.48,1762,0.020137000000000002
1212,18,4,14,1916.12,1883,0.01759
1213,19,4,14,2027.66,1984,0.022008
1214,20,4,14,2369.2,2312,0.02474
1215,21,4,14,2525.21,2455,0.028599
1216,22,4,14,2580.23,2505,0.030032999999999997
1217,0,10,2,191.04,200,0.044785000000000005
1218,1,10,2,314.82,328,0.040192
1219,2,10,2,441.47,460,0.040283
1220,3,10,2,616.59,640,0.036581
1221,4,10,2,675.85,700,0.034503
1222,5,10,2,766.98,780,0.016697999999999998
1223,6,10,2,896.26,908,0.012925999999999998
1224,7,10,2,1054.28,1071,0.015612000000000001
1225,8,10,2,1106.62,1121,0.012827000000000002
1226,9,10,2,1250.97,1261,0.007956999999999999
1227,10,10,2,1322.74,1331,0.006204
1228,11,10,2,1451.77,1446,0.003993
1229,13,10,3,1567.88,1576,0.005155
1230,14,10,3,1717.27,1716,0.000739
1231,15,10,3,1781.26,1777,0.002397
1232,16,10,3,1900.41,1916,0.008138
1233,17,10,3,2054.54,2056,0.000709
1234,18,10,3,2132.26,2136,0.0017510000000000002
1235,20,10,3,2363.53,2336,0.011787
1236,21,10,3,2527.92,2516,0.004739
1237,22,10,3,2589.49,2576,0.0052380000000000005
1238,0,10,9,130.14,120,0.084504
1239,1,10,9,333.53,324,0.029411
1240,2,10,9,438.52,420,0.04409
1241,4,10,9,488.41,470,0.039162999999999996
1242,5,10,9,574.16,549,0.045835
1243,6,10,9,636.43,609,0.045043
1244,7,10,9,776.08,750,0.034776
1245,8,10,9,846.99,819,0.034181
1246,9,10,9,942.99,920,0.024985
1247,11,10,9,1071.8,1050,0.020761
1248,12,10,9,1099.61,1080,0.018162
1249,13,10,9,1242.89,1220,0.018763
1250,14,10,9,1374.6,1350,0.018224
1251,15,10,9,1473.83,1440,0.023494
1252,16,10,9,1607.55,1550,0.037126
1253,17,10,9,1714.74,1647,0.041127
1254,18,10,9,1826.29,1749,0.044191
1255,19,10,9,1955.64,1880,0.040233
1256,20,10,9,2301.33,2240,0.027381
1257,21,10,10,2473.34,2439,0.014081
1258,22,10,10,2526.2,2490,0.014537999999999999
1259,0,10,14,120.96,120,0.008033
1260,1,10,14,260.06,280,0.071199
1261,2,10,14,415.5,430,0.033732
1262,3,10,14,611.28,650,0.059565999999999994
1263,4,10,14,659.21,711,0.07283400000000001
1264,5,10,14,752.44,814,0.075628
1265,6,10,15,816.22,879,0.07142000000000001
1266,7,10,15,959.43,1030,0.068512
1267,8,10,15,1027.99,1100,0.065465
1268,9,10,15,1141.29,1240,0.079604
1269,10,10,15,1210.11,1310,0.076253
1270,11,10,15,1331.9,1431,0.069251
1271,13,10,15,1484.37,1581,0.06111900000000001
1272,14,10,15,1616.19,1702,0.050414999999999995
1273,15,10,15,1712.98,1800,0.048344
1274,16,10,15,1862.31,1961,0.050324
1275,17,10,15,1978.54,2091,0.053784000000000005
1276,18,10,15,2060.06,2161,0.046712000000000004
1277,19,10,15,2166.5,2301,0.058453
1278,20,10,15,2563.02,2691,0.047557
1279,21,10,15,2720.21,2841,0.042517
1280,22,10,15,2785.94,2902,0.039993
1281,0,6,2,210.6,195,0.08000800000000001
1282,2,6,3,298.29,257,0.160673
1283,3,6,3,453.29,370,0.22511
1284,4,6,3,561.48,468,0.199737
1285,5,6,3,650.53,543,0.198021
1286,6,6,3,740.53,633,0.169881
1287,7,6,3,917.05,788,0.16376300000000002
1288,8,6,3,1002.06,867,0.155783
1289,9,6,3,1207.75,1041,0.16018
1290,11,6,3,1329.19,1144,0.161881
1291,13,6,3,1526.74,1337,0.14191800000000002
1292,14,6,3,1720.84,1517,0.134372
