,StopID,Days,Hours,Predict,Target,APE
1293,15,6,3,1822.54,1607,0.134124
1294,16,6,3,1944.45,1727,0.12591
1295,17,6,3,2094.43,1869,0.12061500000000001
1296,18,6,3,2203.54,1996,0.103977
1297,19,6,3,2319.09,2103,0.102755
1298,0,6,9,144.35,131,0.10194
1299,1,6,9,247.24,231,0.07031799999999999
1300,2,6,9,371.3,352,0.054844000000000004
1301,3,6,9,603.04,609,0.009779000000000001
1302,4,6,9,655.98,652,0.006111999999999999
1303,5,6,9,741.93,742,9.6e-05
1304,6,6,9,800.8,801,0.000244
1305,7,6,9,952.92,954,0.0011279999999999999
1306,8,6,9,1022.25,1022,0.00024300000000000002
1307,9,6,9,1199.57,1212,0.010251999999999999
1308,11,6,9,1308.34,1321,0.009586
1309,12,6,9,1341.85,1350,0.006038
1310,13,6,9,1499.08,1502,0.001946
1311,14,6,9,1571.66,1593,0.013396000000000002
1312,15,6,9,1655.39,1672,0.009935
1313,16,6,9,1837.24,1842,0.002583
1314,17,6,9,1933.89,1932,0.000977
1315,18,6,9,2077.57,2073,0.002205
1316,19,6,9,2171.1,2153,0.008408
1317,20,6,10,2402.66,2374,0.012073
1318,21,6,10,2571.91,2576,0.001586
1319,22,6,10,2635.74,2646,0.0038759999999999997
1320,0,6,14,128.09,130,0.014728999999999999
1321,1,6,14,246.79,240,0.028303
1322,2,6,14,407.49,399,0.021275
1323,3,6,14,602.45,569,0.05878200000000001
1324,4,6,14,669.8,619,0.082075
1325,5,6,14,765.8,709,0.080117
1326,6,6,14,828.03,770,0.075361
1327,7,6,14,980.1,926,0.058428999999999995
1328,8,6,14,1047.54,990,0.058126
1329,9,6,14,1162.12,1110,0.046955000000000004
1330,11,6,14,1265.58,1221,0.036515
1331,12,6,14,1300.39,1258,0.033694999999999996
1332,13,6,14,1427.56,1381,0.033714999999999995
1333,14,6,14,1529.62,1501,0.019063999999999998
1334,15,6,14,1601.51,1571,0.01942
1335,16,6,14,1730.7,1721,0.005639
1336,17,6,14,1839.47,1831,0.004625
1337,18,6,14,1979.21,1970,0.004674
1338,19,6,15,2111.7,2121,0.004385
1339,20,6,15,2411.33,2451,0.016184
1340,21,6,15,2587.46,2621,0.012798
1341,22,6,15,2639.41,2670,0.011457
1342,0,0,3,184.08,180,0.022647
1343,1,0,3,360.76,360,0.002121
1344,2,0,3,557.5,550,0.013632
1345,3,0,3,736.1,740,0.005267
1346,4,0,3,784.65,770,0.019021
1347,5,0,3,882.18,870,0.014003
1348,6,0,3,949.47,930,0.020935
1349,7,0,3,1120.25,1100,0.018408
1350,8,0,3,1218.67,1190,0.024096
1351,9,0,3,1422.02,1403,0.013553999999999998
1352,10,0,3,1488.88,1473,0.010783
1353,11,0,3,1617.1,1593,0.015131
1354,12,0,3,1649.5,1625,0.015075999999999999
1355,13,0,3,1828.81,1793,0.019975
1356,14,0,3,1911.02,1873,0.020298
1357,15,0,3,2004.06,1973,0.015743
1358,16,0,3,2133.9,2093,0.019540000000000002
1359,17,0,3,2232.32,2183,0.022591999999999998
1360,18,0,3,2347.67,2303,0.019398
1361,19,0,3,2456.9,2401,0.023283
1362,20,0,3,2819.05,2753,0.023992
1363,22,0,3,2892.01,2833,0.020831
1364,0,0,9,130.55,130,0.004212
1365,1,0,9,326.28,349,0.065089
1366,2,0,9,510.59,529,0.034799000000000004
1367,3,0,9,715.67,771,0.071759
1368,4,0,9,760.29,821,0.073946
1369,5,0,9,857.04,921,0.069445
1370,6,0,9,910.72,973,0.064006
1371,7,0,9,1042.71,1112,0.062312
1372,8,0,9,1117.1,1182,0.05491
1373,9,0,9,1224.81,1312,0.066456
1374,11,0,9,1322.02,1422,0.070309
1375,12,0,9,1348.97,1453,0.071598
1376,13,0,9,1506.63,1603,0.060115999999999996
1377,14,0,9,1616.92,1714,0.056639
1378,15,0,9,1688.88,1784,0.053318
1379,16,0,9,1838.15,1924,0.044623
1380,17,0,9,1944.52,2034,0.043992
1381,18,0,9,2051.51,2154,0.047582
1382,19,0,9,2174.11,2265,0.04013
1383,20,0,9,2431.27,2525,0.037119
1384,21,0,9,2589.67,2719,0.047566000000000004
1385,22,0,9,2655.94,2785,0.046342
1386,0,0,14,141.01,151,0.06613
1387,1,0,14,326.54,372,0.122214
1388,2,0,14,447.65,491,0.088297
1389,3,0,14,604.81,633,0.044527
1390,4,0,14,651.48,683,0.046148
1391,5,0,14,743.5,773,0.038156999999999996
1392,6,0,14,822.82,850,0.031979
1393,7,0,14,986.25,1018,0.031187
1394,8,0,14,1054.16,1083,0.026626
1395,9,0,14,1269.94,1304,0.026121
1396,11,0,14,1388.31,1424,0.025062
1397,13,0,14,1535.3,1586,0.031966
1398,14,0,14,1731.56,1786,0.030483999999999997
1399,15,0,14,1839.58,1896,0.029758
1400,16,0,14,1969.27,2036,0.032775
1401,17,0,14,2112.13,2197,0.038631
1402,18,0,14,2182.06,2276,0.041274
1403,19,0,14,2294.97,2386,0.038153
1404,20,0,14,2588.19,2707,0.043887999999999996
1405,21,0,15,2785.31,2897,0.038554000000000005
1406,22,0,15,2846.36,2956,0.03709
1407,0,1,3,182.18,160,0.138653
1408,1,1,3,365.18,380,0.038992
1409,2,1,3,592.92,600,0.011798999999999999
1410,3,1,3,819.55,790,0.037407
1411,4,1,3,868.3,850,0.021527
1412,5,1,3,975.95,960,0.016613
1413,6,1,3,1047.18,1031,0.015698
1414,7,1,3,1194.53,1190,0.0038060000000000004
1415,8,1,3,1285.53,1280,0.004319
1416,9,1,3,1464.53,1460,0.003106
1417,10,1,3,1520.09,1520,5.9e-05
1418,11,1,3,1637.78,1639,0.000746
1419,12,1,3,1665.27,1659,0.0037770000000000004
1420,14,1,3,1798.52,1799,0.000268
1421,15,1,3,1892.09,1899,0.00364
1422,16,1,3,2054.35,2050,0.002124
1423,17,1,3,2162.32,2139,0.010901000000000001
1424,18,1,3,2294.72,2280,0.006455
1425,19,1,3,2418.25,2400,0.007605
1426,20,1,4,2891.69,2880,0.00406
1427,21,1,4,3043.08,3022,0.006975
1428,22,1,4,3103.83,3082,0.007084
1429,0,1,9,212.26,200,0.061279999999999994
1430,1,1,9,346.05,311,0.11268900000000001
1431,2,1,9,474.49,432,0.098356
1432,4,1,9,564.98,524,0.078209
1433,5,1,9,660.0,614,0.074917
1434,6,1,9,768.45,724,0.061401
1435,7,1,9,931.8,874,0.066131
1436,8,1,9,1024.4,964,0.06266000000000001
1437,9,1,9,1162.73,1074,0.082616
1438,10,1,9,1247.72,1174,0.062797
1439,11,1,9,1377.29,1304,0.05620599999999999
1440,12,1,9,1421.43,1349,0.053692
1441,13,1,9,1574.68,1504,0.046994
1442,14,1,9,1709.52,1654,0.033565
1443,15,1,9,1781.27,1734,0.027260000000000003
1444,16,1,9,1893.92,1834,0.032674
1445,17,1,9,1992.17,1934,0.030077
1446,18,1,9,2094.75,2040,0.026839
1447,19,1,9,2199.04,2134,0.03048
1448,20,1,9,2407.56,2343,0.027556
1449,21,1,9,2543.45,2485,0.02352
1450,22,1,9,2614.34,2555,0.023226
1451,0,1,14,208.06,210,0.00926
1452,1,1,14,387.58,390,0.0061990000000000005
1453,2,1,14,551.07,560,0.015939
1454,3,1,14,743.75,740,0.005062
1455,4,1,14,791.82,780,0.015155000000000002
1456,5,1,14,877.5,880,0.002839
1457,6,1,14,947.4,950,0.002742
1458,7,1,14,1113.4,1118,0.004113
1459,8,1,14,1207.99,1210,0.0016649999999999998
1460,9,1,14,1316.5,1330,0.010148
1461,11,1,14,1440.17,1440,0.000117
1462,13,1,14,1582.43,1581,0.0009029999999999999
1463,14,1,15,1654.46,1651,0.002096
1464,15,1,15,1723.43,1711,0.007267
1465,16,1,15,1845.45,1842,0.001871
1466,17,1,15,1948.07,1942,0.003125
1467,18,1,15,2059.89,2054,0.002868
1468,19,1,15,2197.14,2182,0.006936
1469,20,1,15,2448.65,2412,0.015194
1470,21,1,15,2647.83,2643,0.001827
1471,22,1,15,2711.49,2703,0.0031420000000000003
1472,0,2,2,156.03,149,0.047207
1473,1,2,2,352.3,351,0.0037159999999999997
1474,2,2,3,548.45,531,0.032855
1475,3,2,3,721.46,675,0.068834
1476,4,2,3,812.75,760,0.069404
1477,5,2,3,912.41,859,0.062173
1478,6,2,3,1000.4,950,0.05305599999999999
1479,7,2,3,1152.39,1124,0.025256
1480,8,2,3,1228.33,1196,0.027031
1481,9,2,3,1408.84,1355,0.039731999999999996
1482,11,2,3,1519.23,1465,0.037018999999999996
1483,12,2,3,1565.14,1498,0.044817
1484,13,2,3,1768.62,1697,0.042201999999999996
1485,14,2,3,1858.76,1795,0.035521
1486,15,2,3,1958.72,1885,0.039106999999999996
1487,16,2,3,2109.67,2035,0.036693
1488,17,2,3,2254.21,2166,0.040723
1489,18,2,3,2381.8,2287,0.041451
1490,19,2,3,2484.94,2407,0.032381
1491,20,2,3,2910.38,2806,0.0372
1492,21,2,3,3137.24,3026,0.03676
1493,22,2,3,3204.03,3096,0.034894999999999995
1494,1,2,13,103.05,90,0.14499
1495,2,2,13,240.75,247,0.025285
1496,3,2,13,466.34,450,0.036308
1497,4,2,13,522.36,515,0.014293
1498,5,2,13,609.04,591,0.03052
1499,6,2,13,687.54,671,0.02465
1500,7,2,13,874.55,851,0.027677999999999998
1501,8,2,13,959.05,930,0.031235000000000002
1502,9,2,13,1138.11,1087,0.047018
1503,10,2,13,1223.04,1171,0.044439
1504,11,2,13,1354.8,1291,0.049416
1505,12,2,13,1381.29,1322,0.044846
1506,14,2,13,1592.11,1522,0.046064999999999995
1507,15,2,13,1678.99,1613,0.040909
1508,16,2,13,1857.77,1772,0.048405000000000004
1509,17,2,13,1954.66,1873,0.043597000000000004
1510,18,2,13,2086.75,1993,0.047041
1511,19,2,13,2191.9,2093,0.047251
1512,20,2,13,2629.57,2543,0.034042
1513,21,2,13,2839.2,2744,0.034696
1514,22,2,14,2893.15,2794,0.035486000000000004
1515,0,3,9,239.11,253,0.054911
1516,1,3,9,363.0,373,0.026798000000000002
1517,2,3,9,537.74,563,0.044866
1518,4,3,9,609.35,614,0.007567
1519,5,3,9,715.77,724,0.011369
1520,6,3,9,786.63,796,0.011772
1521,7,3,9,938.51,960,0.02239
1522,8,3,9,992.84,1014,0.020863999999999997
1523,9,3,9,1160.6,1224,0.05179400000000001
1524,11,3,9,1275.15,1329,0.04052
1525,12,3,9,1304.97,1349,0.032641
1526,13,3,9,1444.35,1489,0.029985
1527,14,3,9,1570.57,1609,0.023884
1528,15,3,9,1665.93,1699,0.019466
1529,16,3,9,1798.98,1829,0.016413
1530,17,3,9,1904.09,1940,0.01851
1531,18,3,9,2034.32,2071,0.01771
1532,19,3,9,2125.17,2151,0.01201
1533,20,3,9,2432.55,2450,0.007122
1534,21,3,9,2594.27,2621,0.010198
1535,22,3,10,2664.87,2691,0.009712
1536,0,3,13,184.07,170,0.082743
1537,1,3,13,360.22,330,0.091574
1538,2,3,13,507.59,480,0.057484
1539,3,3,14,676.28,660,0.024672
1540,4,3,14,734.21,699,0.050374
1541,5,3,14,841.42,791,0.063739
1542,6,3,14,929.49,881,0.055041
1543,7,3,14,1108.36,1044,0.061645000000000005
1544,8,3,14,1191.69,1128,0.056466999999999996
1545,9,3,14,1353.22,1298,0.042543
1546,11,3,14,1460.53,1408,0.037308
1547,12,3,14,1490.36,1438,0.036409
1548,13,3,14,1626.17,1568,0.0371
1549,14,3,14,1764.48,1688,0.04531
1550,15,3,14,1823.07,1748,0.042947000000000006
1551,16,3,14,1977.47,1898,0.041868
1552,17,3,14,2095.99,2008,0.043821
1553,18,3,14,2225.53,2148,0.036093
1554,19,3,14,2304.67,2248,0.025209
1555,20,3,14,2615.32,2558,0.022409000000000002
1556,21,3,14,2793.22,2728,0.023906999999999998
1557,22,3,14,2858.28,2788,0.025207
1558,0,2,1,137.11,150,0.08593300000000001
1559,2,2,1,393.48,390,0.008924
1560,3,2,1,546.45,550,0.006449
1561,4,2,1,598.72,620,0.034322000000000005
1562,5,2,1,701.35,730,0.039247000000000004
1563,6,2,1,803.31,830,0.032152999999999994
1564,7,2,1,983.56,1000,0.016439
1565,9,2,2,1214.06,1220,0.00487
1566,11,2,2,1451.77,1464,0.008357
1567,14,2,2,1594.6,1602,0.00462
1568,15,2,2,1676.3,1669,0.004372
1569,16,2,2,1798.9,1774,0.014034999999999999
1570,17,2,2,1947.77,1934,0.007122
1571,18,2,2,2023.7,2004,0.009829000000000001
1572,19,2,2,2152.73,2134,0.008775
1573,20,2,2,2627.62,2604,0.009073000000000001
1574,21,2,2,2915.05,2914,0.00036
1575,22,2,2,2984.55,2994,0.0031579999999999998
1576,0,3,11,179.36,170,0.055042999999999995
1577,1,3,11,329.92,341,0.032479
1578,2,3,11,489.02,516,0.052279
1579,3,3,11,711.67,799,0.109305
1580,4,3,11,790.35,872,0.09363300000000001
1581,5,3,11,900.28,978,0.079466
1582,6,3,11,1220.11,1332,0.08400099999999999
1583,12,3,12,1269.88,1402,0.094236
1584,13,3,12,1437.65,1593,0.097518
1585,14,3,12,1648.36,1792,0.08015599999999999
1586,15,3,12,1717.86,1873,0.082828
1587,16,3,12,1862.7,2033,0.083766
1588,18,3,12,2025.72,2193,0.076277
1589,22,3,13,2116.0,2285,0.073961
1590,0,4,1,216.9,220,0.014088999999999999
1591,1,4,1,384.13,360,0.067039
1592,2,4,1,494.83,472,0.048378
1593,3,4,1,631.72,651,0.029613999999999998
1594,4,4,1,688.78,711,0.031254000000000004
1595,7,4,1,850.69,879,0.032202
1596,8,4,1,914.95,939,0.02561
1597,9,4,1,1025.4,1071,0.042574
1598,11,4,1,1151.55,1201,0.04117
1599,12,4,1,1175.67,1219,0.035542000000000004
1600,13,4,1,1325.46,1361,0.026116000000000004
1601,14,4,1,1427.6,1461,0.022858
1602,15,4,1,1493.74,1532,0.024971
1603,16,4,1,1612.45,1662,0.029814
1604,17,4,1,1762.74,1822,0.032525
1605,18,4,1,1860.34,1932,0.037089
1606,19,4,1,1976.06,2042,0.03229
1607,20,4,1,2213.08,2262,0.021627
1608,21,4,2,2478.28,2532,0.021218
1609,22,4,2,2549.04,2603,0.020730000000000002
1610,1,4,9,199.08,192,0.036897000000000006
1611,2,4,9,416.34,391,0.06481
1612,4,4,9,516.89,491,0.052726999999999996
1613,5,4,9,600.1,581,0.032873
1614,6,4,9,684.12,664,0.030304
1615,7,4,9,861.36,831,0.036534
1616,8,4,9,925.61,891,0.038842
1617,9,4,9,1030.13,1009,0.02094
1618,10,4,9,1134.94,1111,0.021553
1619,11,4,9,1241.27,1204,0.030952999999999998
1620,12,4,9,1274.78,1233,0.033885000000000005
1621,13,4,9,1423.21,1383,0.029077
1622,14,4,9,1585.79,1543,0.02773
1623,15,4,9,1666.61,1633,0.020579
1624,16,4,9,1778.18,1733,0.026072
1625,18,4,9,1858.0,1823,0.0192
1626,19,4,9,1965.39,1954,0.005832
1627,20,4,9,2290.85,2263,0.012306999999999998
1628,21,4,9,2542.53,2495,0.01905
1629,0,10,1,204.83,202,0.014031
1630,1,10,1,395.24,372,0.062461
1631,2,10,1,498.5,486,0.02572
1632,3,10,1,652.96,612,0.066927
1633,4,10,1,731.46,702,0.041961
1634,5,10,1,843.73,802,0.052027
1635,6,10,1,951.88,912,0.043725
1636,8,10,1,1032.51,991,0.041892
1637,9,10,1,1170.53,1152,0.016081
1638,11,10,1,1279.8,1275,0.0037670000000000004
1639,12,10,1,1324.31,1322,0.0017469999999999999
1640,13,10,1,1467.6,1462,0.0038299999999999996
1641,15,10,1,1578.73,1569,0.0061979999999999995
1642,16,10,1,1693.91,1692,0.001129
1643,17,10,1,1821.97,1822,1.9e-05
1644,18,10,1,1898.75,1901,0.001184
1645,19,10,1,2042.61,2032,0.005221
1646,20,10,1,2338.3,2332,0.002702
1647,21,10,2,2491.41,2463,0.011537
1648,0,10,8,108.64,103,0.054726
1649,1,10,8,220.06,220,0.00027
1650,2,10,8,363.05,380,0.044601
1651,3,10,8,550.18,573,0.039818
1652,4,10,8,646.29,661,0.022255
1653,5,10,8,739.7,764,0.031807999999999996
1654,6,10,8,828.68,854,0.029644999999999998
1655,7,10,8,975.35,1001,0.025620999999999998
1656,9,10,9,1132.29,1159,0.023048
1657,11,10,9,1229.26,1262,0.025945
1658,12,10,9,1260.32,1289,0.022248
1659,13,10,9,1403.86,1422,0.012759999999999999
1660,14,10,9,1584.74,1609,0.015075999999999999
1661,15,10,9,1652.43,1659,0.00396
1662,16,10,9,1798.25,1802,0.002081
1663,17,10,9,1915.22,1922,0.0035259999999999996
1664,18,10,9,2010.53,2010,0.000263
1665,19,10,9,2122.62,2113,0.004553
1666,20,10,9,2384.79,2364,0.008793
1667,21,10,9,2566.77,2584,0.006669
1668,22,10,9,2630.65,2652,0.00805
1669,0,10,13,238.04,210,0.13351400000000002
1670,1,10,13,356.2,310,0.14904
1671,2,10,13,484.99,433,0.12005899999999999
1672,3,10,13,668.68,619,0.080251
1673,4,10,13,759.05,693,0.095313
1674,5,10,13,843.89,773,0.091704
1675,7,10,13,995.51,919,0.083249
1676,8,10,13,1072.23,994,0.078703
1677,9,10,13,1251.28,1177,0.06311
1678,11,10,13,1359.11,1287,0.056027999999999994
1679,12,10,13,1386.31,1321,0.049439
1680,13,10,13,1543.2,1477,0.044821
1681,14,10,13,1684.56,1608,0.04761
1682,15,10,14,1773.53,1680,0.055672
1683,16,10,14,1905.43,1817,0.048669
1684,17,10,14,2057.78,1967,0.046153
1685,18,10,14,2181.38,2107,0.035302999999999994
1686,19,10,14,2382.49,2249,0.059355
1687,20,10,14,2664.08,2531,0.052579999999999995
1688,21,10,14,2869.92,2709,0.059404
1689,0,6,1,96.16,110,0.125828
1690,1,6,1,287.96,300,0.040135000000000004
1691,2,6,1,412.74,420,0.017276
1692,3,6,1,561.9,540,0.040556
1693,4,6,1,612.69,597,0.026277999999999996
1694,5,6,1,728.83,720,0.012269
1695,6,6,1,807.34,800,0.009170000000000001
1696,7,6,1,995.34,991,0.004381
1697,8,6,1,1080.57,1073,0.007058
1698,9,6,1,1212.94,1203,0.00826
1699,11,6,1,1311.56,1313,0.001098
1700,12,6,1,1340.67,1351,0.0076489999999999995
1701,13,6,1,1497.43,1503,0.003704
1702,14,6,1,1639.38,1643,0.002202
1703,15,6,1,1705.35,1723,0.010243
1704,16,6,1,1823.44,1833,0.005215999999999999
1705,17,6,1,1958.94,1967,0.004097
1706,18,6,1,2086.04,2104,0.008537999999999999
1707,19,6,1,2188.66,2194,0.002435
1708,20,6,1,2426.7,2454,0.011126
1709,21,6,1,2578.63,2594,0.005925
1710,0,6,8,199.56,210,0.049696
1711,1,6,8,336.77,322,0.045880000000000004
1712,2,6,8,436.4,411,0.061797000000000005
1713,3,6,8,660.93,601,0.099715
1714,4,6,8,710.9,651,0.092017
1715,5,6,8,807.24,753,0.07203
1716,6,6,8,886.74,832,0.06579199999999999
1717,7,6,8,1028.88,970,0.060698
1718,8,6,8,1114.2,1052,0.059127
1719,9,6,8,1370.6,1323,0.035979000000000004
1720,11,6,8,1492.87,1463,0.020416
1721,12,6,8,1538.09,1501,0.02471
1722,13,6,9,1717.92,1683,0.02075
1723,14,6,9,1888.35,1853,0.019076
1724,15,6,9,1963.9,1933,0.015983
1725,16,6,9,2108.97,2073,0.017353
1726,17,6,9,2212.73,2183,0.013619999999999998
1727,18,6,9,2380.39,2353,0.011640000000000001
1728,19,6,9,2505.8,2472,0.013673
1729,20,6,9,2754.96,2693,0.023009
1730,21,6,9,2906.88,2830,0.027164999999999998
1731,22,6,9,2971.92,2893,0.027277999999999997
1732,0,6,13,113.97,120,0.050226
1733,1,6,13,291.05,310,0.061126
1734,2,6,13,469.81,490,0.041208
1735,3,6,13,660.19,681,0.030552
1736,4,6,13,772.58,779,0.008237999999999999
1737,7,6,13,908.78,925,0.017533
1738,8,6,13,979.64,998,0.018399000000000002
1739,9,6,13,1101.17,1130,0.025514
1740,10,6,13,1205.16,1240,0.028098
1741,11,6,13,1335.03,1364,0.021237
1742,12,6,13,1384.78,1423,0.026855
1743,13,6,13,1525.69,1568,0.026983
1744,14,6,13,1645.73,1709,0.03702
1745,15,6,13,1748.01,1815,0.036911
1746,16,6,13,1898.77,1965,0.033704000000000005
1747,17,6,13,1993.49,2060,0.032285
1748,18,6,13,2138.47,2215,0.034551
1749,19,6,13,2286.39,2348,0.026241000000000004
1750,20,6,13,2619.11,2655,0.013517
1751,21,6,14,2847.98,2863,0.005246
1752,22,6,14,2909.42,2923,0.004644
1753,0,0,0,174.65,180,0.029708999999999996
1754,1,0,1,305.25,310,0.015334
1755,2,0,1,413.48,420,0.015513999999999998
1756,3,0,1,568.43,590,0.036552999999999995
1757,4,0,1,647.26,670,0.033946
1758,5,0,1,745.16,770,0.032260000000000004
1759,6,0,1,847.1,871,0.027441000000000004
1760,7,0,1,1018.91,1048,0.027752999999999996
1761,8,0,1,1083.61,1112,0.025535
1762,9,0,1,1215.2,1282,0.052104
1763,11,0,1,1321.81,1391,0.049742
1764,12,0,1,1352.07,1430,0.054496
1765,13,0,1,1570.51,1642,0.043536
1766,14,0,1,1651.88,1732,0.046258999999999995
1767,15,0,1,1760.16,1832,0.039211
1768,16,0,1,1915.65,1972,0.028574000000000002
1769,17,0,1,2010.95,2072,0.029462000000000002
1770,18,0,1,2073.92,2152,0.036284
1771,20,0,1,2376.11,2452,0.03095
1772,21,0,1,2534.02,2602,0.026126
1773,22,0,1,2577.16,2642,0.024544
1774,0,0,8,198.89,200,0.005558
1775,1,0,8,369.72,370,0.000754
1776,2,0,8,511.09,521,0.019024
1777,3,0,8,684.08,752,0.090322
1778,4,0,8,749.88,812,0.076502
1779,5,0,8,843.52,909,0.072034
1780,6,0,8,904.99,967,0.064127
1781,7,0,8,1056.62,1119,0.055745
1782,8,0,8,1141.92,1203,0.050771
1783,9,0,8,1264.82,1323,0.043979000000000004
1784,11,0,8,1373.64,1414,0.028543000000000002
1785,12,0,8,1400.95,1443,0.029138
1786,13,0,8,1585.2,1621,0.022086
1787,14,0,8,1688.77,1726,0.021573
1788,15,0,8,1762.94,1808,0.024923
1789,16,0,8,1879.3,1917,0.019668
1790,17,0,8,2003.18,2047,0.021407
1791,18,0,9,2082.96,2117,0.01608
1792,19,0,9,2199.98,2227,0.012134
1793,20,0,9,2481.38,2528,0.018443
1794,21,0,9,2642.6,2689,0.017255
1795,22,0,9,2723.58,2769,0.016402
1796,0,0,13,151.24,148,0.021884
1797,1,0,13,320.32,331,0.032267000000000004
1798,2,0,13,391.76,411,0.046804000000000005
1799,4,0,13,439.22,451,0.026121
1800,5,0,13,524.41,538,0.025269
1801,6,0,13,609.53,620,0.016894
1802,7,0,13,756.16,769,0.016702
1803,8,0,13,832.89,840,0.008468999999999999
1804,9,0,13,972.65,980,0.007504
1805,10,0,13,1051.42,1060,0.00809
1806,11,0,13,1180.35,1201,0.017197999999999998
1807,12,0,13,1208.02,1230,0.017873
1808,13,0,13,1375.4,1391,0.011217
1809,14,0,13,1471.85,1479,0.004834000000000001
1810,15,0,13,1543.82,1571,0.017301
1811,16,0,13,1664.76,1701,0.021303
1812,17,0,13,1759.09,1809,0.027589999999999996
1813,18,0,13,1893.17,1951,0.029639999999999996
1814,19,0,13,2025.45,2061,0.017247
1815,20,0,13,2462.09,2531,0.027226999999999998
1816,21,0,14,2683.45,2709,0.00943
1817,22,0,14,2764.24,2781,0.006028
1818,0,2,1,179.16,180,0.004688
1819,1,2,1,300.04,280,0.071559
1820,2,2,2,492.12,501,0.017728
1821,3,2,2,664.55,702,0.053346000000000005
1822,4,2,2,721.7,762,0.052883000000000006
1823,7,2,2,902.08,926,0.025827999999999997
1824,8,2,2,990.62,1013,0.022095
1825,9,2,2,1217.08,1242,0.020061000000000002
1826,12,2,2,1253.19,1281,0.021708
1827,13,2,2,1441.06,1462,0.014325
1828,14,2,2,1541.17,1552,0.006981
1829,15,2,2,1609.47,1612,0.001567
1830,16,2,2,1763.61,1752,0.006625
1831,17,2,2,1866.99,1861,0.0032189999999999996
1832,18,2,2,1963.15,1962,0.000588
1833,20,2,2,2448.24,2442,0.0025570000000000002
1834,22,2,2,2528.69,2522,0.002651
1835,1,3,3,189.51,230,0.17604
1836,2,3,3,383.85,409,0.061489
1837,3,3,3,520.35,599,0.131295
1838,4,3,3,586.28,659,0.110356
1839,5,3,3,690.98,769,0.101462
1840,6,3,3,762.42,840,0.09235700000000001
1841,7,3,3,895.3,985,0.091071
1842,8,3,3,959.46,1049,0.08536
1843,9,3,3,1145.47,1260,0.09089900000000001
1844,11,3,3,1251.04,1381,0.094106
1845,13,3,3,1407.27,1533,0.082014
1846,14,3,3,1517.3,1663,0.087615
1847,15,3,3,1589.63,1743,0.087991
1848,16,3,3,1740.91,1913,0.08996
1849,17,3,3,1883.32,2063,0.087099
1850,18,3,3,1948.44,2133,0.086528
1851,19,3,3,2060.62,2244,0.081722
1852,20,3,3,2524.7,2733,0.076217
1853,22,3,4,2616.93,2803,0.066384
1854,0,3,9,236.24,230,0.027126
1855,1,3,9,451.04,440,0.025096
1856,2,3,9,602.79,591,0.019946000000000002
1857,3,3,9,821.18,761,0.079076
1858,4,3,9,899.41,841,0.069452
1859,5,3,9,1001.02,932,0.074054
1860,6,3,9,1101.69,1031,0.068566
1861,8,3,9,1166.02,1091,0.068763
1862,9,3,9,1284.42,1203,0.067677
1863,10,3,9,1370.66,1293,0.06006
1864,11,3,9,1511.77,1423,0.062385
1865,12,3,9,1556.13,1473,0.056434000000000005
1866,13,3,9,1674.51,1583,0.057808000000000005
1867,14,3,9,1870.78,1774,0.05455499999999999
1868,15,3,9,1927.59,1844,0.045331
1869,16,3,9,2077.71,1995,0.041458999999999996
1870,17,3,9,2231.55,2144,0.040833
1871,18,3,9,2303.66,2214,0.040498
1872,19,3,10,2406.33,2325,0.034980000000000004
1873,20,3,10,2724.42,2695,0.010918
1874,21,3,10,2883.13,2845,0.013402
1875,22,3,10,2967.96,2933,0.011918000000000002
1876,0,3,14,209.26,201,0.041089
1877,1,3,14,351.51,341,0.030823000000000003
1878,2,3,14,449.37,441,0.018977
1879,3,3,14,641.31,601,0.067077
1880,4,3,14,761.16,717,0.061589
1881,5,3,14,853.28,810,0.053438
1882,6,3,14,922.45,879,0.049427
1883,7,3,14,1078.77,1040,0.037276
1884,8,3,14,1140.78,1100,0.037075
1885,9,3,14,1274.58,1251,0.018848
1886,11,3,14,1378.48,1352,0.019588
1887,12,3,14,1410.01,1379,0.022484999999999998
1888,13,3,14,1527.96,1501,0.017962
1889,14,3,14,1699.1,1662,0.022322
1890,15,3,14,1773.82,1731,0.024738999999999997
1891,16,3,14,1904.24,1862,0.022685
1892,17,3,15,2040.35,1991,0.024784
1893,18,3,15,2145.57,2101,0.021212
1894,19,3,15,2254.8,2202,0.023977000000000002
1895,20,3,15,2548.72,2512,0.014616
1896,21,3,15,2718.23,2681,0.013888
1897,22,3,15,2773.93,2741,0.012014
1898,0,0,1,110.2,96,0.14796099999999998
1899,1,0,1,260.03,234,0.11121800000000001
1900,2,0,1,432.35,403,0.07283300000000001
1901,4,0,1,482.05,447,0.078409
1902,5,0,2,581.01,542,0.071982
1903,7,0,2,769.86,721,0.067771
1904,8,0,2,877.87,833,0.05386799999999999
1905,9,0,2,1083.27,1043,0.038610000000000005
1906,12,0,2,1132.89,1080,0.048972
1907,13,0,2,1330.61,1287,0.033887
1908,14,0,2,1428.88,1378,0.036925
1909,15,0,2,1506.17,1447,0.040894
1910,16,0,2,1613.79,1552,0.039813
1911,17,0,2,1730.4,1662,0.041154
1912,18,0,2,1797.55,1725,0.042058
1913,19,0,2,1947.21,1873,0.039619999999999995
1914,20,0,2,2346.58,2326,0.008848
1915,21,0,2,2640.57,2599,0.015995
1916,0,0,8,214.47,202,0.061717999999999995
